Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,sadness,joy,fear,tentative,confident,anger
"#Covid19 cases in India! While all of us track and discuss total number of cases, we should also celebrate the number of patients who have fully recovered. Extremely happy to see that ~50K people have defeated &amp; fully recovered from #CoronaVirus. #India #IndiaFightsCorona",2020-05-24 14:34:43+00:00,194,1039,#Covid19 #CoronaVirus #India #IndiaFightsCorona,Bangalore,Covid19 cases in India While all of us track and discuss total number of cases we should also celebrate the number of patients who have fully recovered Extremely happy to see that 50K people have defeated amp fully recovered from CoronaVirus India IndiaFightsCorona,"[{'score': 0.564199, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.588934, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
"#Eid #Mubarak. How people celebrate Eid is purely personal choice. But considering the #Covid19, if people do it on a subdued level it will be good, especially posting a lot of colourful pics, when millions are hungry, thirsty &amp; without shelter.",2020-05-24 14:05:23+00:00,0,3,#Eid #Mubarak #Covid19,Bangalore,Eid Mubarak How people celebrate Eid is purely personal choice But considering the Covid19 if people do it on a subdued level it will be good especially posting a lot of colourful pics when millions are hungry thirsty amp without shelter,"[{'score': 0.654995, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Happy Eid To all the citizens of Kolar, #Staysafe #Covid19",2020-05-24 13:51:30+00:00,0,0,#Staysafe #Covid19,Bangalore,Happy Eid To all the citizens of Kolar Staysafe Covid19,"[{'score': 0.850989, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
"#Kerala #Covid19 24 May 2020 This is getting scarier and also tougher to manage at a line-item level @http://covid19kerala.info (Also, 5 recoveries)",2020-05-24 12:55:23+00:00,4,10,#Kerala #Covid19,Bangalore,Kerala Covid19 24 May 2020 This is getting scarier and also tougher to manage at a line item level covid19kerala info Also 5 recoveries,"[{'score': 0.724014, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,1.0,,,
"130 #Covid19 cases reported in #Karnataka today, tally ups at 2,089 @suvarnanewstv",2020-05-24 12:44:38+00:00,0,0,#Covid19 #Karnataka,Bangalore,130 Covid19 cases reported in Karnataka today tally ups at 2 089,[],,,,,,,
"@BLRAirport had put many contactless procedures in place. This will include purchase of food, beverages,and retail. #COVID19 will be a catalyst of change. A lot of touch point legacy procedures are being eliminated. We can only hope they continue in the future. ",2020-05-24 12:24:40+00:00,0,2,#COVID19,Bangalore,had put many contactless procedures in place This will include purchase of food beverages and retail COVID19 will be a catalyst of change A lot of touch point legacy procedures are being eliminated We can only hope they continue in the future,[],,,,,,,
"sadly, #India will replace Iran on this chart with the 10th highest number of #COVID19 Positive cases. Please use masks and maintain social distancing for your own health and the help India fight this pandemic. #indiafightscornona #maskindia #MyCovid19Dashboard",2020-05-24 12:16:46+00:00,1,0,#India #COVID19 #indiafightscornona #maskindia #MyCovid19Dashboard,Bangalore,sadly India will replace Iran on this chart with the 10th highest number of COVID19 Positive cases Please use masks and maintain social distancing for your own health and the help India fight this pandemic indiafightscornona maskindia MyCovid19Dashboard,[],,,,,,,
"Eid Mubarak,may this Eid bring lots of joy and positive to all our fellows and companions, and shall bring us a healthy life and way if living #eid #eidmubarak #stayhome #staysafe #covid19 #prayer #hungerjoint… https://www.instagram.com/p/CAkbU2ppo50/?igshid=afmff6yp1jmj",2020-05-24 11:36:57+00:00,0,0,#eid #eidmubarak #stayhome #stayhome #staysafe #covid19 #prayer #hungerjoint,Bangalore,Eid Mubarak may this Eid bring lots of joy and positive to all our fellows and companions and shall bring us a healthy life and way if living eid eidmubarak stayhome staysafe covid19 prayer hungerjoint,"[{'score': 0.849592, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Karnataka High Court, subordinate courts to commence limited functioning from June 1 after 2 months of video conference hearings. . . #karnatakahighcourt #bengaluru #india #lockdown #covid19 #videoconference… https://www.instagram.com/p/CAkXcBSAcBX/?igshid=1qrrsdbhcxcgt",2020-05-24 11:02:58+00:00,0,0,#karnatakahighcourt #bengaluru #india #lockdown #covid19 #videoconference,Bangalore,Karnataka High Court subordinate courts to commence limited functioning from June 1 after 2 months of video conference hearings karnatakahighcourt bengaluru india lockdown covid19 videoconference,[],,,,,,,
"All those greedy businessmen, anti-lockdown lobbiysts and so-called analysts must be forced to work as wardboy in #Covid19 wards, if it flares up.",2020-05-24 10:02:02+00:00,0,2,#Covid19,Bangalore,All those greedy businessmen anti lockdown lobbiysts and so called analysts must be forced to work as wardboy in Covid19 wards if it flares up,"[{'score': 0.689543, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.74948, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"While you are here, we are spending sometime every day in trying to tell the #Covid19 #Kerala story. Do check out",2020-05-24 07:36:07+00:00,0,0,#Covid19 #Kerala,Bangalore,While you are here we are spending sometime every day in trying to tell the Covid19 Kerala story Do check out,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Sometime ago these two amazing folks —@ncasenmare and epidemiologist @marcelsalathe—created a wonderful interactive guide to understand #Covid19 pandemic and its—in fact, everyone's—future. https://ncase.me/covid-19/",2020-05-24 07:36:04+00:00,1,2,#Covid19,Bangalore,Sometime ago these two amazing folks and epidemiologist created a wonderful interactive guide to understand Covid19 pandemic and its in fact everyone s future,"[{'score': 0.936528, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.748318, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
A negative mind will never give you a positive life! There are many negative things around us (#Covid19) - we can not control them. What we can control - whether we allow them to affect us. Did #Yoga to relax mind &amp; body. Stay #safe! Stay #positive! #Xiaomi #Sunday – at Xiaomi India,2020-05-24 07:20:12+00:00,77,1153,#Covid19 #Yoga #safe #positive #Xiaomi #Sunday,Bangalore,A negative mind will never give you a positive life There are many negative things around us Covid19 we can not control them What we can control whether we allow them to affect us Did Yoga to relax mind amp body Stay safe Stay positive Xiaomi Sunday at Xiaomi India,"[{'score': 0.890311, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Huge spike of 6,767 #COVID19 cases &amp; 147 deaths in #India in the last 24 hours. Total number of cases in the country Climbed to 1,31,868, including 54,440 discharges and 3867 deaths @suvarnanewstv #IndiaFightsCorona #IndiaCoronaUpdates",2020-05-24 03:41:37+00:00,0,0,#COVID19 #India #IndiaFightsCorona #IndiaCoronaUpdates,Bangalore,Huge spike of 6 767 COVID19 cases amp 147 deaths in India in the last 24 hours Total number of cases in the country Climbed to 1 31 868 including 54 440 discharges and 3867 deaths IndiaFightsCorona IndiaCoronaUpdates,"[{'score': 0.617233, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"#Covid19 cases in #India rise to 1.31 lakh. The death toll climbed to 3,867. Currently, India has the 11th highest number of cases across globe @suvarnanewstv #IndiaFightsCorona",2020-05-24 03:35:34+00:00,0,0,#Covid19 #India #IndiaFightsCorona,Bangalore,Covid19 cases in India rise to 1 31 lakh The death toll climbed to 3 867 Currently India has the 11th highest number of cases across globe IndiaFightsCorona,[],,,,,,,
#NewZealand Kudos to the PM of @newzealand for her #Extraordinary effort in fighting the #pandemic #COVID19 #GlobalCrisis #EconomicPackage,2020-05-24 01:54:06+00:00,0,0,#NewZealand #Extraordinary #pandemic #COVID19 #GlobalCrisis #EconomicPackage,Bangalore,NewZealand Kudos to the PM of for her Extraordinary effort in fighting the pandemic COVID19 GlobalCrisis EconomicPackage,[],,,,,,,
In the next 26days we should be able to test the entire region. This will require a whooping budget of around 230Cr for Health workers+ 60Cr for logistic of the program + 8cr for test kits (if these kits are main available at 100rs per kit) #COVID19 #Dharavi,2020-05-24 00:35:10+00:00,0,0,#COVID19 #Dharavi,Bangalore,In the next 26days we should be able to test the entire region This will require a whooping budget of around 230Cr for Health workers 60Cr for logistic of the program 8cr for test kits if these kits are main available at 100rs per kit COVID19 Dharavi,[],,,,,,,
"Was just thinking how do we solve the problem for #covid19 testing, one of the red zone area is #Dharavi, govt is doing their job and health workers too! But here is what I feel, could be done to test around ~8Lakh people in http://2.1sq.km. (T.1)",2020-05-24 00:32:09+00:00,0,0,#covid19 #Dharavi,Bangalore,Was just thinking how do we solve the problem for covid19 testing one of the red zone area is Dharavi govt is doing their job and health workers too But here is what I feel could be done to test around 8Lakh people in T 1,"[{'score': 0.711313, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"When some pvt hospitals in #bangalore and #chennai still print bills in 5-6 digits for treating #COVID19 meanwhile, ",2020-05-23 18:11:33+00:00,0,0,#bangalore #chennai #COVID19,Bangalore,When some pvt hospitals in bangalore and chennai still print bills in 5 6 digits for treating COVID19 meanwhile,[],,,,,,,
"Lockdown looks #lockdown #india #bengaluru #covid19 #staysafe #stayathome #stayblessed #spreadlove #timeschange #loveyourself @Bangalore, India https://www.instagram.com/p/CAiKkaoFCI5/?igshid=13qmt6lm7lzr5",2020-05-23 14:32:03+00:00,0,0,#lockdown #india #bengaluru #covid19 #staysafe #stayathome #stayathome #stayblessed #spreadlove #timeschange #loveyourself,Bangalore,Lockdown looks lockdown india bengaluru covid19 staysafe stayathome stayblessed spreadlove timeschange loveyourself India,[],,,,,,,
Child prodigy Stacey Fru is an Author and a Motivational Speaker. She is the winner of the Global Child Prodigy Awards 2020 in the 'author' category. She has initiated a cause to support people affected by #COVID19 with Stacey Fru Foundation. @staceyfru #author #childprodigy,2020-05-23 13:42:43+00:00,11,14,#COVID19 #author #childprodigy,Bangalore,Child prodigy Stacey Fru is an Author and a Motivational Speaker She is the winner of the Global Child Prodigy Awards 2020 in the author category She has initiated a cause to support people affected by COVID19 with Stacey Fru Foundation author childprodigy,"[{'score': 0.605684, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Our rural women leaders are not just fighting #COVID19, but also #malnutrition among women and children. Look at how our #SakhiTaskForce is tackling the issue. #ReliefOnwheels #JeevanRath #WomenEmpowerment http://www.swayamshikshanprayog.org",2020-05-23 13:36:03+00:00,0,1,#COVID19 #malnutrition #SakhiTaskForce #ReliefOnwheels #JeevanRath #WomenEmpowerment,Bangalore,Our rural women leaders are not just fighting COVID19 but also malnutrition among women and children Look at how our SakhiTaskForce is tackling the issue ReliefOnwheels JeevanRath WomenEmpowerment,"[{'score': 0.947344, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"@CPBlr @BlrCityPolice @BSYBJP @ArvindLBJP Bhaskar Rao sir, you are contributing and controlling so good the overall BLR situation. Highly appreciate additionally, can we also refer/make a document as attached from Gurgaon giving clear direction to housing societies #BLR #COVID19 ",2020-05-23 12:29:31+00:00,0,0,#BLR #COVID19,Bangalore,Bhaskar Rao sir you are contributing and controlling so good the overall BLR situation Highly appreciate additionally can we also refer make a document as attached from Gurgaon giving clear direction to housing societies BLR COVID19,"[{'score': 0.794343, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.661722, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"For the first time #Karnataka #COVID19 cases crosses 200 mark in a single day. 216 cases reported today, tally ups at 1,959 including 608 discharges and 42 deaths @suvarnanewstv #KarnatakaFightsCorona #KarnatakaCoronaUpdates",2020-05-23 12:04:40+00:00,0,0,#Karnataka #COVID19 #KarnatakaFightsCorona #KarnatakaCoronaUpdates,Bangalore,For the first time Karnataka COVID19 cases crosses 200 mark in a single day 216 cases reported today tally ups at 1 959 including 608 discharges and 42 deaths KarnatakaFightsCorona KarnatakaCoronaUpdates,"[{'score': 0.597735, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"#IndiaFightsCorona: #COVID19 India UPDATE: Total Cases - 125101 Active Cases - 69597 Cured/Discharged- 51783 Deaths - 3720 Migrated - 1 as on May 23, 2020 till 8:00 AM",2020-05-23 08:54:14+00:00,0,0,#IndiaFightsCorona #COVID19,Bangalore,IndiaFightsCorona COVID19 India UPDATE Total Cases 125101 Active Cases 69597 Cured Discharged 51783 Deaths 3720 Migrated 1 as on May 23 2020 till 8 00 AM,[],,,,,,,
"Huge spike in #Covid19 cases in #Karnataka. 196 cases reported in the state from yesterday’s 5 pm to 12 pm today, almost 185 having returned from Maharashtra. Total positive cases in the state climbs up to 1,939. @suvarnanewstv #KarnatakaFightsCorona",2020-05-23 07:58:16+00:00,0,0,#Covid19 #Karnataka #KarnatakaFightsCorona,Bangalore,Huge spike in Covid19 cases in Karnataka 196 cases reported in the state from yesterday s 5 pm to 12 pm today almost 185 having returned from Maharashtra Total positive cases in the state climbs up to 1 939 KarnatakaFightsCorona,[],,,,,,,
Help @tcfindia provide PPE (Personal Protective Equipment) to frontline healthcare workers Contribute https://fundraisers.giveindia.org/projects/fight-against-covid19 #covid #covid19 #kerala #Karnataka #goa… https://www.instagram.com/p/CAdEjyNnI5-/?igshid=1lkpsqkffaaq2,2020-05-23 07:22:49+00:00,0,1,#covid #covid19 #kerala #Karnataka #goa,Bangalore,Help provide PPE Personal Protective Equipment to frontline healthcare workers Contribute covid covid19 kerala Karnataka goa,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Stranded Indian labourers in the Middle East can get back home on chartered flights arranged by their employers, finds out @rejitweets. #Covid19 ",2020-05-23 06:50:53+00:00,0,2,#Covid19,Bangalore,Stranded Indian labourers in the Middle East can get back home on chartered flights arranged by their employers finds out Covid19,[],,,,,,,
"Food & Provisions Distribution to Migrants, Daily Wages Workers, Senior Citizens, Widows, Poor Families #CoVID19 #quarantinelife #dailylifeindia #breakthechains #besafebehome #selfisolation #behome #wfh… https://www.instagram.com/p/CAhONDhnPY5/?igshid=9ou59ftcjeu7",2020-05-23 05:44:36+00:00,0,0,#CoVID19 #quarantinelife #dailylifeindia #breakthechains #besafebehome #selfisolation #behome #wfh,Bangalore,Food Provisions Distribution to Migrants Daily Wages Workers Senior Citizens Widows Poor Families CoVID19 quarantinelife dailylifeindia breakthechains besafebehome selfisolation behome wfh,"[{'score': 0.60563, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
