Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,sadness,tentative,analytical,fear,anger
"#India has crossed the mark of 90,398 #CoronaVirus cases, 53,633 cases are still active and 33,898 patients have been recovered from coronavirus and death toll rises to 2862 total test conducted for the coronavirus is 21,34,277 so far. #LockDownKingSid #Lockdown4 #COVID19 ",2020-05-16 17:47:30+00:00,0,0,#India #CoronaVirus #LockDownKingSid #Lockdown4 #COVID19,Delhi,India has crossed the mark of 90 398 CoronaVirus cases 53 633 cases are still active and 33 898 patients have been recovered from coronavirus and death toll rises to 2862 total test conducted for the coronavirus is 21 34 277 so far LockDownKingSid Lockdown4 COVID19,[],,,,,,,
"Coronavirus lockdown | Migrant labourers need cash, not loans: @RahulGandhi #COVID19 #India #EconomicPackage #Jobs #UBI",2020-05-16 17:30:03+00:00,0,0,#COVID19 #India #EconomicPackage #Jobs #UBI,Delhi,Coronavirus lockdown Migrant labourers need cash not loans COVID19 India EconomicPackage Jobs UBI,[],,,,,,,
Before #lockdown Expectations after #COVID19 – at Yamuna Bank Metro Station,2020-05-16 17:25:14+00:00,0,0,#lockdown #COVID19,Delhi,Before lockdown Expectations after COVID19 at Yamuna Bank Metro Station,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
#BreakingNews #BREAKING #MigrantLabourers while protesting were cane charged in #Punjab by #PunjabPolice. They were stopped to leave for their native places. #migrants #MigrantLabourersDying #COVID19 #Covid_19india @DGPPunjabPolice @PunjabPoliceInd,2020-05-16 17:01:56+00:00,0,0,#BreakingNews #BREAKING #MigrantLabourers #Punjab #PunjabPolice #migrants #MigrantLabourersDying #COVID19 #Covid_19india,Delhi,BreakingNews BREAKING MigrantLabourers while protesting were cane charged in Punjab by PunjabPolice They were stopped to leave for their native places migrants MigrantLabourersDying COVID19 Covid 19india,"[{'score': 0.568765, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
What about loads of money you bragged of giving to all migrants as fare? Let the nation know how much you have contributed to @PMCare Already backed out on farmer loan waiver in #MadhyaPradesh after winning Trick won;t work again @narendramodi #Covid19 ,2020-05-16 16:55:46+00:00,2,4,#MadhyaPradesh #Covid19,Delhi,What about loads of money you bragged of giving to all migrants as fare Let the nation know how much you have contributed to Already backed out on farmer loan waiver in MadhyaPradesh after winning Trick won t work again Covid19,[],,,,,,,
Please consider seeing this picture! #MigrantLabour #COVID19 #मजदूरों #मज़दूर_थे_VIP_नही #CoronavirusCrisis #कोरोना_को_हराना_है #मजदूरों_को_बचा_लो_सरकार @narendramodi @PMOIndia @HMOIndia @DrSJaishankar @ZeeNews @myogiadityanath @UPGovt @RailMinIndia,2020-05-16 16:42:18+00:00,1,1,#MigrantLabour #COVID19 #CoronavirusCrisis,Delhi,Please consider seeing this picture MigrantLabour COVID19 VIP CoronavirusCrisis,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Just because you’re tired or annoyed with the virus, doesn’t mean it’s over. Lmao #lockdownindia #COVID19 #Lockdown3 #lockdown2020",2020-05-16 16:32:11+00:00,0,1,#lockdownindia #COVID19 #Lockdown3 #lockdown2020,Delhi,Just because you re tired or annoyed with the virus doesn t mean it s over Lmao lockdownindia COVID19 Lockdown3 lockdown2020,"[{'score': 0.841173, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.804675, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,1.0
Migrant labours Yakoob Mohammed and his friend Amrit boarded a truck from #Gujarat to UP. Amrit fell sick at #Shivpuri . Yakoob stayed while others left. Amrit died on ventilator. Yakoob awaits #COVID19 report. Pic of Yakoob helping Amrit was taken by a pedestrian. ,2020-05-16 16:17:31+00:00,0,0,#Gujarat #Shivpuri #COVID19,Delhi,Migrant labours Yakoob Mohammed and his friend Amrit boarded a truck from Gujarat to UP Amrit fell sick at Shivpuri Yakoob stayed while others left Amrit died on ventilator Yakoob awaits COVID19 report Pic of Yakoob helping Amrit was taken by a pedestrian,"[{'score': 0.745245, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
Salute of Corona Virus Worriers Big Love Salute Of DelhiPolice & DR. team @DelhiPolice @DCPSouthDelhi @CPDelhi #DilKiPolice #DelhiPolice #Covid19 #CoronaVirus,2020-05-16 15:13:48+00:00,0,0,#DilKiPolice #DelhiPolice #Covid19 #CoronaVirus,Delhi,Salute of Corona Virus Worriers Big Love Salute Of DelhiPolice DR team DilKiPolice DelhiPolice Covid19 CoronaVirus,"[{'score': 0.740556, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
I stand with President Trump now more than ever. Who is with me?Thank You @POTUS @realDonaldTrump! Great gesture of friendship by the #US towards #India &amp; @narendramodi ji. Together WE WILL FIGHT #COVID19. ,2020-05-16 15:10:23+00:00,0,15,#US #India #COVID19,Delhi,I stand with President Trump now more than ever Who is with me Thank You Great gesture of friendship by the US towards India amp ji Together WE WILL FIGHT COVID19,"[{'score': 0.822365, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Amazed to see, people practicing #SocialDistancing so religiously. A Big thank you to #PeopleOfIndia. Thanks to all #GovtOrganization #fightingCorona and Creating awareness about #Covid19. @mygovindia @narendramodi_in @myogiadityanath @officecmbihar",2020-05-16 14:47:28+00:00,0,0,#SocialDistancing #PeopleOfIndia #GovtOrganization #fightingCorona #Covid19,Delhi,Amazed to see people practicing SocialDistancing so religiously A Big thank you to PeopleOfIndia Thanks to all GovtOrganization fightingCorona and Creating awareness about Covid19 in,"[{'score': 0.8609, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"As the world is witnessing devastating effects of #COVID_19, trying some home remedies to enhance immunity is extremely important. Adopting these basic measures in our daily lifestyle can help boost immunity which will be an aid in our fight against #COVID19. #Buildyourimmunity",2020-05-16 14:44:20+00:00,3,18,#COVID_19 #COVID19 #Buildyourimmunity,Delhi,As the world is witnessing devastating effects of COVID 19 trying some home remedies to enhance immunity is extremely important Adopting these basic measures in our daily lifestyle can help boost immunity which will be an aid in our fight against COVID19 Buildyourimmunity,"[{'score': 0.691507, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"“CHINApulation” of Data is a world renowned phenomenon.. Not even surprised... #ChineseVirus #COVID19 #ChinaLiedPeopleDie Leaked data suggests China may have 640,000 coronavirus cases, not 80,000 https://nypost.com/2020/05/14/leaked-data-suggests-china-may-have-640k-coronavirus-cases-not-80k/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypost",2020-05-16 14:11:46+00:00,0,0,#ChineseVirus #COVID19 #ChinaLiedPeopleDie,Delhi,CHINApulation of Data is a world renowned phenomenon Not even surprised ChineseVirus COVID19 ChinaLiedPeopleDie Leaked data suggests China may have 640 000 coronavirus cases not 80 000 via,"[{'score': 0.779898, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
"May 16 #COVID19 Update in Kerala 11 new cases. (And all these are imports). 4 recoveries. 56,981 under observation 43,669 tested; 41,814 are -ve 4,764 covered in sentinel surveillance; 4,644 are -ve.",2020-05-16 14:07:38+00:00,0,1,#COVID19,Delhi,May 16 COVID19 Update in Kerala 11 new cases And all these are imports 4 recoveries 56 981 under observation 43 669 tested 41 814 are ve 4 764 covered in sentinel surveillance 4 644 are ve,[],,,,,,,
Gig Workers Are Contributing Big In The Times Of #Covid19; Their Welfare Should Not Be Ignored @ar5184 @simimehta08 @anshula_m @PoojaKumari_12 https://swarajyamag.com/economy/gig-workers-are-contributing-big-in-the-times-of-covid-19-their-welfare-should-not-be-ignored via @swarajyamag,2020-05-16 13:55:47+00:00,1,2,#Covid19,Delhi,Gig Workers Are Contributing Big In The Times Of Covid19 Their Welfare Should Not Be Ignored m 12 via,[],,,,,,,
PROOF!!! NO SOCIAL DISTANCING. TWAS NEHRU AND THE SLITHY TROVES .. BEHIND #COVID19. ,2020-05-16 13:55:14+00:00,1,1,#COVID19,Delhi,PROOF NO SOCIAL DISTANCING TWAS NEHRU AND THE SLITHY TROVES BEHIND COVID19,[],,,,,,,
952 recoveries in Punjab with only 14 new cases added... highest recoveries in a single day for any state!! #COVID19 #Covid_19india #COVID2019india #IndiaFightsCoronavirus,2020-05-16 13:53:43+00:00,0,3,#COVID19 #Covid_19india #COVID2019india #IndiaFightsCoronavirus,Delhi,952 recoveries in Punjab with only 14 new cases added highest recoveries in a single day for any state COVID19 Covid 19india COVID2019india IndiaFightsCoronavirus,"[{'score': 0.52576, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Significant part of this announcement is it has come without asking. That's the power of #NaMo Sincerity total commitment in leading country out of #covid19 crisis shines through everything else @realDonaldTrump @narendramodi @PMOIndia #coronavirus,2020-05-16 13:30:39+00:00,1,4,#NaMo #covid19 #coronavirus,Delhi,Significant part of this announcement is it has come without asking That s the power of NaMo Sincerity total commitment in leading country out of covid19 crisis shines through everything else coronavirus,[],,,,,,,
A migrant worker wearing mask and gloves stis outside his shanty during lockdown in New Delhi. #covi̇d19 #migrantworkers #lockdown2020 #lockdownindia Photo @javeddar786 #Xinhua,2020-05-16 12:33:17+00:00,1,23,#covi #migrantworkers #lockdown2020 #lockdownindia #Xinhua,Delhi,A migrant worker wearing mask and gloves stis outside his shanty during lockdown in New Delhi covi d19 migrantworkers lockdown2020 lockdownindia Photo Xinhua,[],,,,,,,
"We thank Anubhuti Khanna on behalf of @TheOfficialSBI Delhi Circle for recognising us in our fight against #COVID19 in a unique way through her art. #SBI Delhi Circle requests customers to #StayHome #StaySafe and #GoDigital .Your Service - Our Passion , Your Safety - our concern.",2020-05-16 12:13:17+00:00,45,137,#COVID19 #SBI #StayHome #StayHome #StaySafe #GoDigital,Delhi,We thank Anubhuti Khanna on behalf of Delhi Circle for recognising us in our fight against COVID19 in a unique way through her art SBI Delhi Circle requests customers to StayHome StaySafe and GoDigital Your Service Our Passion Your Safety our concern,"[{'score': 0.707304, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
covid 19 se larai hme ek sath hokar larna hoga #COVID19 Instagram follow me @aj_kumar03 ,2020-05-16 11:52:47+00:00,0,1,#COVID19,Delhi,covid 19 se larai hme ek sath hokar larna hoga COVID19 Instagram follow me kumar03,[],,,,,,,
"Children who are not already in homes or shelters face a risk of being directly exposed to the #COVID19 infection. They lack guidance regarding safety practices and are unable to adopt safety rules, even if they want. #EveryOneCounts #EachOneReachOne (1 / 2)",2020-05-16 11:37:43+00:00,1,7,#COVID19 #EveryOneCounts #EachOneReachOne,Delhi,Children who are not already in homes or shelters face a risk of being directly exposed to the COVID19 infection They lack guidance regarding safety practices and are unable to adopt safety rules even if they want EveryOneCounts EachOneReachOne 1 2,"[{'score': 0.582342, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"#Covid19 #IndiaFights corona For foreign returns states like TN, Kerala,Karnataka, etc do testing on the same day and Delhi being capital no tests are conducted on foreign returns even after 3-4 days. #drharshvardhan #MoHFW #arvindkejariwal",2020-05-16 11:17:50+00:00,0,0,#Covid19 #drharshvardhan #MoHFW #arvindkejariwal,Delhi,Covid19 IndiaFights corona For foreign returns states like TN Kerala Karnataka etc do testing on the same day and Delhi being capital no tests are conducted on foreign returns even after 3 4 days drharshvardhan MoHFW arvindkejariwal,[],,,,,,,
#Covid19 V landed fr Malaysia yesterday and no test was done either at airport or at hotel in Delhi. In india cases r spiking everyday. Why no test conducted? #MoFwh #drharshvardhan #ArvindKejriwal,2020-05-16 11:11:59+00:00,0,0,#Covid19 #MoFwh #drharshvardhan #ArvindKejriwal,Delhi,Covid19 V landed fr Malaysia yesterday and no test was done either at airport or at hotel in Delhi In india cases r spiking everyday Why no test conducted MoFwh drharshvardhan ArvindKejriwal,"[{'score': 0.558743, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
" @WHO &amp; @Olympics signing Memorandum of Understanding! #WalkTheTalk Don't Panic, #CoronaVirus 24x7 #TollFree 1075, 01123978046 &amp; #WhatsApp 9013151515 to Fight against #COVID19.. #कोरोना #StayHome https://www.pscp.tv/w/cY5SwTI2MTAyMHwxeW9KTWFaUlBkb0pRDL_MPfD4YtbtaI0xOSrhXvSIhZhlZ1lOaM4ajvQuaiM= All d Bst! B Sporty Happy.. जय हिन्द! #HappyYadav – at HUDCO Place",2020-05-16 10:41:11+00:00,1,1,#WalkTheTalk #CoronaVirus #TollFree #WhatsApp #COVID19 #StayHome #StayHome #HappyYadav,Delhi,amp signing Memorandum of Understanding WalkTheTalk Don t Panic CoronaVirus 24x7 TollFree 1075 01123978046 amp WhatsApp 9013151515 to Fight against COVID19 StayHome All d Bst B Sporty Happy HappyYadav at HUDCO Place,"[{'score': 0.53334, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
I stand with President Trump now more than ever. Who is with me?Thank You @POTUS @realDonaldTrump! Great gesture of friendship by the #US towards #India &amp; @narendramodi ji. Together WE WILL FIGHT #COVID19. #KeepAmericaGreat,2020-05-16 10:37:56+00:00,7,38,#US #India #COVID19 #KeepAmericaGreat,Delhi,I stand with President Trump now more than ever Who is with me Thank You Great gesture of friendship by the US towards India amp ji Together WE WILL FIGHT COVID19 KeepAmericaGreat,"[{'score': 0.817526, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Please don't spread hatred and rumors. Stay safe, work on your immunity and #covid19 is just a virus it can never defeat your will to survive. Follow social distancing and wear mask, sanitize yourself. #letsspreadhumanity #Covid_19india @drharshvardhan",2020-05-16 10:35:10+00:00,0,0,#covid19 #letsspreadhumanity #Covid_19india,Delhi,Please don t spread hatred and rumors Stay safe work on your immunity and covid19 is just a virus it can never defeat your will to survive Follow social distancing and wear mask sanitize yourself letsspreadhumanity Covid 19india,[],,,,,,,
"Glimpse of Reliance Smart Jharsa employees and their thoughts ""A pandemic cannot take away the strength of togetherness, even if we stay back at home to fight it."" #India#together#stay#home#stay#safe #covid19#Harega#Jeetega#India ",2020-05-16 09:45:09+00:00,0,0,,Delhi,Glimpse of Reliance Smart Jharsa employees and their thoughts A pandemic cannot take away the strength of togetherness even if we stay back at home to fight it India together stay home stay safe covid19 Harega Jeetega India,"[{'score': 0.512746, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
