Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,analytical,confident,tentative,anger,fear
"#Health Designated #COVID19 &amp; Non-Covid hospitals. 17 Government &amp; 15 private VDRL Labs, Making our testing capacity the highest in the country. Task force of specialist doctors to minimize death rate &amp; treat critically I'll #COVID19 patients. #Thanks_Uddhav_Thackeray",2020-04-16 16:28:18+00:00,7,18,#Health #COVID19 #COVID19 #Thanks_Uddhav_Thackeray,Mumbai,Health Designated COVID19 amp Non Covid hospitals 17 Government amp 15 private VDRL Labs Making our testing capacity the highest in the country Task force of specialist doctors to minimize death rate amp treat critically I ll COVID19 patients Thanks Uddhav Thackeray,[],,,,,,,
"While #corona cases rise in #Mumbai, the civic body alters the criteria for tests to exclude asymptomatic cases. This is being done for optimisation of resources. I write for @LoksattaLive https://www.loksatta.com/mumbai-news/mumbai-mahapalika-revised-testing-guidelines-for-mcgm-covid-19-suspects-dhk-81-2134059/ #Covid_19 #coronavirus #CoronaFighters #COVID19 #COVID #कोरोना",2020-04-16 16:20:10+00:00,0,1,#corona #Mumbai #Covid_19 #coronavirus #CoronaFighters #COVID19 #COVID,Mumbai,While corona cases rise in Mumbai the civic body alters the criteria for tests to exclude asymptomatic cases This is being done for optimisation of resources I write for Covid 19 coronavirus CoronaFighters COVID19 COVID,[],,,,,,,
#coronavirus #Maharashtra #updates ◆ Total #Covid_19 cases in State 3202 ◆Total new cases in last 24 hrs- 286 ◆ Deaths in state in last 24 hrs- 7 (Total 194) Dischargd til date 300 #Mumbai #COVID ◆Total cases - 2073 ◆ Deaths in last 24 hrs- 3(Total 117) #COVID19,2020-04-16 16:06:07+00:00,1,5,#coronavirus #Maharashtra #updates #Covid_19 #Mumbai #COVID #COVID19,Mumbai,coronavirus Maharashtra updates Total Covid 19 cases in State 3202 Total new cases in last 24 hrs 286 Deaths in state in last 24 hrs 7 Total 194 Dischargd til date 300 Mumbai COVID Total cases 2073 Deaths in last 24 hrs 3 Total 117 COVID19,"[{'score': 0.553427, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.651638, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
"India has ~68,000 odd Hospitals. Private Nursing homes under 30 beds : 40,000 (~59%) & Small Hospitals (30-100 beds) : 25,000 (43%) Due to #COVID19 , IPD, OPD 80%. Many private hospitals won't be able to pay complete April 2020 salary to their staff. https://the-ken.com/story/will-india-save-its-hospitals-before-they-save-india",2020-04-16 15:53:50+00:00,20,43,#COVID19,Mumbai,India has 68 000 odd Hospitals Private Nursing homes under 30 beds 40 000 59 Small Hospitals 30 100 beds 25 000 43 Due to COVID19 IPD OPD 80 Many private hospitals won t be able to pay complete April 2020 salary to their staff,[],,,,,,,
Quarantine 2020 Attempted workouts! . . . . . . . . #LLTQuarantine2020 #LLTQuarantineDiary #LLTLockdownDiary #covi̇d19 #lockdown2020 #lockdown #coronamemes #loveinthetimeofcorona #loveinthetimeofcovid19 #corona… https://www.instagram.com/p/B_DB2onACWN/?igshid=9zv89uyn0cf9,2020-04-16 15:48:03+00:00,0,1,#LLTQuarantine2020 #LLTQuarantineDiary #LLTLockdownDiary #covi #lockdown2020 #lockdown #coronamemes #loveinthetimeofcorona #loveinthetimeofcovid19 #corona,Mumbai,Quarantine 2020 Attempted workouts LLTQuarantine2020 LLTQuarantineDiary LLTLockdownDiary covi d19 lockdown2020 lockdown coronamemes loveinthetimeofcorona loveinthetimeofcovid19 corona,"[{'score': 0.590208, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
*Information* *#Covid19 1 Positive case detected in #VersovaMhada Vandana To Godavari bldgs stretch SEALED.* *#GodBless #StayHome #StaySafe*@Lokhandwala_Bom @LavekarBharati @yogirajdabhadka,2020-04-16 15:38:05+00:00,0,2,#Covid19 #VersovaMhada #GodBless #StayHome #StayHome #StaySafe,Mumbai,Information Covid19 1 Positive case detected in VersovaMhada Vandana To Godavari bldgs stretch SEALED GodBless StayHome StaySafe Bom,"[{'score': 0.644893, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,1.0,,,
"Latest on global confirmed #COVID19 cases: Germany: 130,450 (3,569 deaths) Netherlands: 29,214 (3,315 deaths) Switzerland: 26,732 (1,017 deaths) Israel: 12,591 (140 deaths) Philippines: 5,660 (362 deaths) Malaysia: 5,182 (84 deaths)",2020-04-16 14:58:58+00:00,0,0,#COVID19,Mumbai,Latest on global confirmed COVID19 cases Germany 130 450 3 569 deaths Netherlands 29 214 3 315 deaths Switzerland 26 732 1 017 deaths Israel 12 591 140 deaths Philippines 5 660 362 deaths Malaysia 5 182 84 deaths,"[{'score': 0.676517, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
@CMOMaharashtra @MumbaiPolice @CPMumbaiPolice. Todays video attached. These slum dwellers r back to business Once police leave.these trouble makers r multiplying #covid19 patients.they get free meals &amp; necessities by @mybmc to be quarantined; not to treat #pandemic as picnic – at Pestom Sagar,2020-04-16 14:55:18+00:00,0,0,#covid19 #pandemic,Mumbai,Todays video attached These slum dwellers r back to business Once police leave these trouble makers r multiplying covid19 patients they get free meals amp necessities by to be quarantined not to treat pandemic as picnic at Pestom Sagar,[],,,,,,,
"IF The nuclear exchange started, between the country, which has supposedly spread the #COVID19 and the most powerful country which has suffered the most deaths and economic destruction n Now has a very angry population. What will happen, can you guess today ? . ..",2020-04-16 14:51:51+00:00,0,3,#COVID19,Mumbai,IF The nuclear exchange started between the country which has supposedly spread the COVID19 and the most powerful country which has suffered the most deaths and economic destruction n Now has a very angry population What will happen can you guess today,"[{'score': 0.596566, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
"It's a time of nature to take revenge from human being,now also we the people will not stop to activities towards damage of natural things then it will be hard time in future.Let's overcome from #COVID19 http://www.aaicaretaker.in https://youtu.be/QT_0SZYLFV0 @WHO @tilly64 @mkatju @ndtv",2020-04-16 14:42:53+00:00,0,0,#COVID19,Mumbai,It s a time of nature to take revenge from human being now also we the people will not stop to activities towards damage of natural things then it will be hard time in future Let s overcome from COVID19,"[{'score': 0.577616, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
@OfficeofUT to be issue strict advisory for each lab/institute 4 minimum charges of Covid19 rapid test kit. Each transaction is on the basis of No profit-No loss basis till end user. Mandatory to stock the Kit. #Covid19 is not opportunity for gain the profit.@IASassociation,2020-04-16 14:40:35+00:00,0,0,#Covid19,Mumbai,to be issue strict advisory for each lab institute 4 minimum charges of Covid19 rapid test kit Each transaction is on the basis of No profit No loss basis till end user Mandatory to stock the Kit Covid19 is not opportunity for gain the profit,[],,,,,,,
@MoHFW_INDIA 2 be issue strict advisory 4 lab/institute abt d charges of Covid19 rapid test kit.Each transaction is on the basis of No profit-No loss basis till end user. Mandatory 4 each to stock the Kit.#Covid19 is not opportunity for gain the profit.@PMOIndia @gfilesmagazine,2020-04-16 14:38:01+00:00,0,0,#Covid19,Mumbai,INDIA 2 be issue strict advisory 4 lab institute abt d charges of Covid19 rapid test kit Each transaction is on the basis of No profit No loss basis till end user Mandatory 4 each to stock the Kit Covid19 is not opportunity for gain the profit,[],,,,,,,
@MoHFW_INDIA to be issue a strict advisory for each lab/institute about the charges of Covid19 rapid test kit. Each transaction is on the basis of No profit-No loss basis till end user. Mandatory 4 each to stock the Kit. #Covid19 is not opportunity for gain the profit.@PMOIndia,2020-04-16 14:34:04+00:00,0,0,#Covid19,Mumbai,INDIA to be issue a strict advisory for each lab institute about the charges of Covid19 rapid test kit Each transaction is on the basis of No profit No loss basis till end user Mandatory 4 each to stock the Kit Covid19 is not opportunity for gain the profit,[],,,,,,,
"Sir, TablighiJamaat issue is different. Please don't link it directly with Surge in #CoVid19 cases in Mumbai. Several people belonging to the Jamaat were traced n quarantined in Dharavi. Now they are screening everyone in containment zone and high risk areas.",2020-04-16 14:10:05+00:00,0,0,#CoVid19,Mumbai,Sir TablighiJamaat issue is different Please don t link it directly with Surge in CoVid19 cases in Mumbai Several people belonging to the Jamaat were traced n quarantined in Dharavi Now they are screening everyone in containment zone and high risk areas,[],,,,,,,
Good to know we are leading in number of cases! #IndiaFightsCorona #Maharashtra #Covid_19 #COVID19 #MumbaiLockdown,2020-04-16 14:00:49+00:00,1,3,#IndiaFightsCorona #Maharashtra #Covid_19 #COVID19 #MumbaiLockdown,Mumbai,Good to know we are leading in number of cases IndiaFightsCorona Maharashtra Covid 19 COVID19 MumbaiLockdown,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Something that instantly increases your confidence and hope. Great work @mybmc. #COVID19 ,2020-04-16 13:56:21+00:00,0,0,#COVID19,Mumbai,Something that instantly increases your confidence and hope Great work COVID19,"[{'score': 0.82693, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
"Healthy life defines ""The Real Happiness. We will recover from #coronavirus In India and Support to our Government as well. #IndiaFightsCarona Sami direct provide the extra shield protection from #COVID19 And also increase your #ImmuneSystem. Product Available or Message me ",2020-04-16 13:55:31+00:00,0,2,#coronavirus #IndiaFightsCarona #COVID19 #ImmuneSystem,Mumbai,Healthy life defines The Real Happiness We will recover from coronavirus In India and Support to our Government as well IndiaFightsCarona Sami direct provide the extra shield protection from COVID19 And also increase your ImmuneSystem Product Available or Message me,"[{'score': 0.83418, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"#COVID19 cases in Mumbai coming down. 13th April:242 14th April:214 15th April:189 16th April:107 It seems a good trend. If the trend will be in the same direction till 30th April, We will certainly emerge as a brave victorious finally. Let's maintain #lockdown dharma sincerely",2020-04-16 13:46:23+00:00,0,2,#COVID19 #lockdown,Mumbai,COVID19 cases in Mumbai coming down 13th April 242 14th April 214 15th April 189 16th April 107 It seems a good trend If the trend will be in the same direction till 30th April We will certainly emerge as a brave victorious finally Let s maintain lockdown dharma sincerely,"[{'score': 0.746718, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Madhya Pradesh is showing a spike in #COVID19 positive cases. Yet there is no Health Minister, there is no finance minister. The National Lock down &amp; parliament was adjourned to murder the democracy in MP &amp; this is what we get. Shame on Shivraj Singh Chouhan &amp; BJP. @digvijaya_28",2020-04-16 13:45:24+00:00,2,4,#COVID19,Mumbai,Madhya Pradesh is showing a spike in COVID19 positive cases Yet there is no Health Minister there is no finance minister The National Lock down amp parliament was adjourned to murder the democracy in MP amp this is what we get Shame on Shivraj Singh Chouhan amp BJP 28,[],,,,,,,
#BandraMagistrate’s Bail order says: RahulKulkarni should self #Quarantine for 15 days since he was transported from and to #COVID19 highrisk zones unless doctor permits. He must not indulge in a similar controversy and take utmost precaution while making newsreports ,2020-04-16 13:33:15+00:00,0,1,#BandraMagistrate #Quarantine #COVID19,Mumbai,BandraMagistrate s Bail order says RahulKulkarni should self Quarantine for 15 days since he was transported from and to COVID19 highrisk zones unless doctor permits He must not indulge in a similar controversy and take utmost precaution while making newsreports,"[{'score': 0.598448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"#COVID19 = C(Chinese)O(Originated)V(Virus)I(Identified)on D19(December, 2019)",2020-04-16 13:27:01+00:00,0,0,#COVID19,Mumbai,COVID19 C Chinese O Originated V Virus I Identified on D19 December 2019,[],,,,,,,
"Today through my big bro @Pradeep30917112 I understood what's full form of #COVID19 &amp; wonder why #WHO started calling it novel-Corona then!?! @palkisu @rose_k01 @drsudeshna246 @vivekagnihotri @ARanganathan72 COVID19 means ""Chinese Origin Virus Identified on Dec, 2019"" WHO KNEW?",2020-04-16 13:24:50+00:00,0,0,#COVID19 #WHO,Mumbai,Today through my big bro I understood what s full form of COVID19 amp wonder why WHO started calling it novel Corona then k01 COVID19 means Chinese Origin Virus Identified on Dec 2019 WHO KNEW,[],,,,,,,
Productivity during quarantine #gocoronago #Covid19India #covid19 #StayHomeStaySafe #lockdown #Quarantine #ThursdayMotivation #ThursdayThoughts #PainterOfTheNight,2020-04-16 13:03:41+00:00,0,2,#gocoronago #Covid19India #covid19 #StayHomeStaySafe #lockdown #Quarantine #ThursdayMotivation #ThursdayThoughts #PainterOfTheNight,Mumbai,Productivity during quarantine gocoronago Covid19India covid19 StayHomeStaySafe lockdown Quarantine ThursdayMotivation ThursdayThoughts PainterOfTheNight,"[{'score': 0.569964, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Deep concentration indeed @LockeddownToday #ArtistOnTwitter #artists #handloomdesigner #ikkatdesigner #COVID19 #lockdownindia,2020-04-16 12:53:06+00:00,0,1,#ArtistOnTwitter #artists #handloomdesigner #ikkatdesigner #COVID19 #lockdownindia,Mumbai,Deep concentration indeed ArtistOnTwitter artists handloomdesigner ikkatdesigner COVID19 lockdownindia,"[{'score': 0.581484, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,1.0,,,
"See there @Dev_Fadnavis only wants to prove he sits whole day on laptop.... Come out of comfort zone &amp; visit #COVID19 help all those who need instant relief by resolving their queries Just dont b leader, b one among your team members @PMOIndia ##Fasavnis needs your training",2020-04-16 12:17:23+00:00,0,0,#COVID19 #Fasavnis,Mumbai,See there Fadnavis only wants to prove he sits whole day on laptop Come out of comfort zone amp visit COVID19 help all those who need instant relief by resolving their queries Just dont b leader b one among your team members Fasavnis needs your training,"[{'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
It's time to take Homeopathy in corona fight #corona #homeopathyworks #homeopatia #homeopathy #homeopatía #covi̇d19 #wellness #pandemic2020 #cure #doctorslife #healthblogger #coronavairus #workmotivation… https://www.instagram.com/p/B_Coq6TlB_u/?igshid=vnbp9nmq6wtl,2020-04-16 12:08:00+00:00,0,0,#corona #homeopathyworks #homeopatia #homeopathy #homeopat #covi #wellness #pandemic2020 #cure #doctorslife #healthblogger #coronavairus #workmotivation,Mumbai,It s time to take Homeopathy in corona fight corona homeopathyworks homeopatia homeopathy homeopat a covi d19 wellness pandemic2020 cure doctorslife healthblogger coronavairus workmotivation,[],,,,,,,
"#COVID19: Till now, a total of 218 cases registered regarding fake news, rumors and hate speech over social media in #Maharashtra.",2020-04-16 12:02:54+00:00,0,0,#COVID19 #Maharashtra,Mumbai,COVID19 Till now a total of 218 cases registered regarding fake news rumors and hate speech over social media in Maharashtra,"[{'score': 0.534398, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
The number of #Coronavirus +ve cases in #Dharavi jumps to 86 including 9 deaths. The area reported 26 new #COVID19 cases including 2 deaths upto 5 pm today. @fpjindia @mybmc @mybmcWardGN @mumbaimatterz @RoadsOfMumbai @dharaviinfo,2020-04-16 11:58:49+00:00,2,0,#Coronavirus #Dharavi #COVID19,Mumbai,The number of Coronavirus ve cases in Dharavi jumps to 86 including 9 deaths The area reported 26 new COVID19 cases including 2 deaths upto 5 pm today,[],,,,,,,
"If they can, Why can't we? #lockdownindia #selfquarantine #SocialDistancing #SocialDistance #Quarantine #QuarantineLife #lockdown2020 #StayHomeStaySafe #COVID19 #COVID19outbreak #COVID19Pandemic #Covid19India",2020-04-16 11:25:53+00:00,0,0,#lockdownindia #selfquarantine #SocialDistancing #SocialDistance #Quarantine #QuarantineLife #lockdown2020 #StayHomeStaySafe #COVID19 #COVID19outbreak #COVID19Pandemic #Covid19India,Mumbai,If they can Why can t we lockdownindia selfquarantine SocialDistancing SocialDistance Quarantine QuarantineLife lockdown2020 StayHomeStaySafe COVID19 COVID19outbreak COVID19Pandemic Covid19India,[],,,,,,,
