Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,confident,anger,sadness,tentative,fear
@DrTedros U lied in Jan when u said there isn’t human transmission of this virus in China. @WHO #covid19 ,2020-04-09 02:36:53+00:00,1,2,#covid19,Delhi,U lied in Jan when u said there isn t human transmission of this virus in China covid19,[],,,,,,,
How Kerala is fighting #Covid19? ,2020-04-09 02:09:19+00:00,0,0,#Covid19,Delhi,How Kerala is fighting Covid19,[],,,,,,,
List Of Covid-19 Hotspots In Noida That Will Remain Sealed Till April 15 #Noida #coronavirus #COVID19 #CoronavirusOutbreak @Theirshad18,2020-04-09 01:53:47+00:00,0,0,#Noida #coronavirus #COVID19 #CoronavirusOutbreak,Delhi,List Of Covid 19 Hotspots In Noida That Will Remain Sealed Till April 15 Noida coronavirus COVID19 CoronavirusOutbreak,[],,,,,,,
"The biggest advantage the journalist has, is that it can paint #Covid19 as ""the doomsday"" one day, ""not so bad"" on another to ""actually needed"" the very next day. And he thinks ""he's right"", all three times. No consequences!! Glad to know some journo recently died of It.",2020-04-09 01:52:01+00:00,0,0,#Covid19,Delhi,The biggest advantage the journalist has is that it can paint Covid19 as the doomsday one day not so bad on another to actually needed the very next day And he thinks he s right all three times No consequences Glad to know some journo recently died of It,"[{'score': 0.565525, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.534439, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,1.0,,
The person who actually cares. @RahulGandhi @RGWayanadOffice #COVID19 #CoronaWarriors,2020-04-08 23:46:46+00:00,0,0,#COVID19 #CoronaWarriors,Delhi,The person who actually cares COVID19 CoronaWarriors,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
We all look at the same Moon with hope that everything gets better Soon . . . #covid #covid19 #quarantine #quarantinelife #socialdistancing #stayhome #staysafe #stayhomestaysafe #selfisolation #isolation… https://www.instagram.com/p/B-vO-m7BbVt/?igshid=1l6nj5u14qv70,2020-04-08 23:17:55+00:00,0,0,#covid #covid19 #quarantine #quarantinelife #socialdistancing #stayhome #stayhome #staysafe #stayhomestaysafe #selfisolation #isolation,Delhi,We all look at the same Moon with hope that everything gets better Soon covid covid19 quarantine quarantinelife socialdistancing stayhome staysafe stayhomestaysafe selfisolation isolation,"[{'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Corona virus is like the ""sharma ji ka ladka"" of the disease world. Where every other disease wants to top the world infected charts like corona. #corona #COVID19 #Covid_19india #CoronaLockdown #CoronaVirusUpdates",2020-04-08 21:45:43+00:00,0,0,#corona #COVID19 #Covid_19india #CoronaLockdown #CoronaVirusUpdates,Delhi,Corona virus is like the sharma ji ka ladka of the disease world Where every other disease wants to top the world infected charts like corona corona COVID19 Covid 19india CoronaLockdown CoronaVirusUpdates,[],,,,,,,
#ModiLeadingTheWorld: 1. #WHO praises Modi initiatives to fight #Covid19. 2. #Trump praises #Modi for his support for exporting medications to USA. 3. #Brazil praises Modi's efforts to contain #coronavirus &amp; calls Modi “Hanuman” for giving #Sanjeevanibooti. #ModiTheWorldLeader – at janak puri,2020-04-08 20:27:32+00:00,0,2,#ModiLeadingTheWorld #WHO #Covid19 #Trump #Modi #Brazil #coronavirus #Sanjeevanibooti #ModiTheWorldLeader,Delhi,ModiLeadingTheWorld 1 WHO praises Modi initiatives to fight Covid19 2 Trump praises Modi for his support for exporting medications to USA 3 Brazil praises Modi s efforts to contain coronavirus amp calls Modi Hanuman for giving Sanjeevanibooti ModiTheWorldLeader at janak puri,[],,,,,,,
Around Lucknow 12 Hotspots to be sealed for #COVID19 containment ,2020-04-08 20:20:01+00:00,0,0,#COVID19,Delhi,Around Lucknow 12 Hotspots to be sealed for COVID19 containment,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
It’s good to read you. As we all have to stay together to fight against this Pandemic and our PM @narendramodi work for Humanity and he always says वसुधैव कुटुम्बकम् means All world is a Family. So let’s come together to save our Family. #ModiLeadingTheWorld #covid19,2020-04-08 19:48:21+00:00,0,0,#ModiLeadingTheWorld #covid19,Delhi,It s good to read you As we all have to stay together to fight against this Pandemic and our PM work for Humanity and he always says means All world is a Family So let s come together to save our Family ModiLeadingTheWorld covid19,"[{'score': 0.685325, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.806853, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"Dear @JajpurAdmn Sir, Our Sarpanch &amp; his team not wear required PPE's during distribution of food at Charinangal Panchayat under #BarchanaConstituency Sir gave him awareness training about Prevention measures during #Covid19 @HFWOdisha @CMO_Odisha @Naveen_Odisha @narendramodi",2020-04-08 19:38:16+00:00,0,1,#BarchanaConstituency #Covid19,Delhi,Dear Sir Our Sarpanch amp his team not wear required PPE s during distribution of food at Charinangal Panchayat under BarchanaConstituency Sir gave him awareness training about Prevention measures during Covid19 Odisha Odisha,"[{'score': 0.545415, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Earlier I said it's an alarming figure for the world✓ One Elderly replied: Situation of World was far better in WW-II. At least we are aware of our enemies. *Maybe recession of 2008 would be nothing in comparison of coming recession.. #COVID19 #TogetherWeCan #Recession2020,2020-04-08 19:35:35+00:00,1,1,#COVID19 #TogetherWeCan #Recession2020,Delhi,Earlier I said it s an alarming figure for the world One Elderly replied Situation of World was far better in WW II At least we are aware of our enemies Maybe recession of 2008 would be nothing in comparison of coming recession COVID19 TogetherWeCan Recession2020,"[{'score': 0.559656, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.543321, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"The 20 #COVID19 hotspots in #Delhi which would be sealed,have been announced. They are : 1. Entire affected street near Gandhi Park, Malviya Nagar, New Delhi 2. Entire affected street of Gali No 6 , L 1 Sangam Vihar, New Delhi. (1/6)",2020-04-08 19:31:09+00:00,0,0,#COVID19 #Delhi,Delhi,The 20 COVID19 hotspots in Delhi which would be sealed have been announced They are 1 Entire affected street near Gandhi Park Malviya Nagar New Delhi 2 Entire affected street of Gali No 6 L 1 Sangam Vihar New Delhi 1 6,[],,,,,,,
"This is how my photo album looks like with our 600+ digital foot soldiers in the villages, working day-night; fighting rural distress during #COVID19. But we need tons of grants; donors, philanthropists, corporates - r u listening? https://www.defindia.org/donate/ please RT",2020-04-08 19:16:23+00:00,9,13,#COVID19,Delhi,This is how my photo album looks like with our 600 digital foot soldiers in the villages working day night fighting rural distress during COVID19 But we need tons of grants donors philanthropists corporates r u listening please RT,[],,,,,,,
"Two female doctors of Safdarjung hospital were allegedly assaulted by their neighbors at the Gautam Nagar. doctors went outside their house to buy fruits & suddenly, a neighbor shouted at them for spreading #covid19 in the locality. @ArvindKejriwal @narendramodi @msisodia",2020-04-08 19:07:41+00:00,0,1,#covid19,Delhi,Two female doctors of Safdarjung hospital were allegedly assaulted by their neighbors at the Gautam Nagar doctors went outside their house to buy fruits suddenly a neighbor shouted at them for spreading covid19 in the locality,[],,,,,,,
. @shoaib100mph is it possible.Please ask Gen Wazba to stop infiltration in #Kashmir Today #Covid19 security forces saving lives your terrorists attacking..India donated #saarcfightscorona fund to help each other but @ImranKhanPTI undecided. save lives first then we will fight https://twitter.com/TheStatesmanLtd/status/1247893418115649538,2020-04-08 18:29:11+00:00,2,0,#Kashmir #Covid19 #saarcfightscorona,Delhi,is it possible Please ask Gen Wazba to stop infiltration in Kashmir Today Covid19 security forces saving lives your terrorists attacking India donated saarcfightscorona fund to help each other but undecided save lives first then we will fight,"[{'score': 0.527318, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
"Apart from govt efforts to provide PPE KITS on Mass scale, Mumbai based Mansee International is one of the companies taking lead in providing #ppekit on bulk orders. For details : manishchauhan7@gmail.com https://m.facebook.com/story.php?story_fbid=1513655712116058&amp;id=100004149304280 #COVID #COVID19 #COVID2019india #PPEshortage",2020-04-08 17:55:10+00:00,1,1,#ppekit #COVID #COVID19 #COVID2019india #PPEshortage,Delhi,Apart from govt efforts to provide PPE KITS on Mass scale Mumbai based Mansee International is one of the companies taking lead in providing ppekit on bulk orders For details manishchauhan7 com COVID COVID19 COVID2019india PPEshortage,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"When customers shower praise for service provided by our branches despite tough conditions of #COVID19 the team gets energised &amp; motivated. I , on behalf of entire staff of SBI DELHI CIRCLE, thank our customers &amp; request them to stay home, stay safe. @TheOfficialSBI @challasetty",2020-04-08 17:40:15+00:00,45,66,#COVID19,Delhi,When customers shower praise for service provided by our branches despite tough conditions of COVID19 the team gets energised amp motivated I on behalf of entire staff of SBI DELHI CIRCLE thank our customers amp request them to stay home stay safe,"[{'score': 0.512086, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
Delhi Hotspots sealed till 15th April #COVID19,2020-04-08 17:13:04+00:00,0,0,#COVID19,Delhi,Delhi Hotspots sealed till 15th April COVID19,[],,,,,,,
"Stat at home, stay safe. #COVID19 #IndiaFightsCorona #Covidindia #OdishaFightsCorona #FightCoronaTogether #CoronaVirus #SayNoToCoronaVirus #delhi #india #incredibleindia #PradeepKumarPanda #insta #instagram #instalove #instapic #instatime #instapicture",2020-04-08 17:12:17+00:00,0,2,#COVID19 #IndiaFightsCorona #Covidindia #OdishaFightsCorona #FightCoronaTogether #CoronaVirus #SayNoToCoronaVirus #delhi #india #incredibleindia #PradeepKumarPanda #insta #instagram #instalove #instapic #instatime #instapicture,Delhi,Stat at home stay safe COVID19 IndiaFightsCorona Covidindia OdishaFightsCorona FightCoronaTogether CoronaVirus SayNoToCoronaVirus delhi india incredibleindia PradeepKumarPanda insta instagram instalove instapic instatime instapicture,"[{'score': 0.797447, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
List of 20 hot spots in Delhi to for #Covid19 ,2020-04-08 17:02:38+00:00,0,5,#Covid19,Delhi,List of 20 hot spots in Delhi to for Covid19,[],,,,,,,
#BREAKING All these 20 Hotspots places of Delhi are sealed from tonight. #lockdownextension #Sealed #COVID19 ,2020-04-08 16:57:05+00:00,0,1,#BREAKING #lockdownextension #Sealed #COVID19,Delhi,BREAKING All these 20 Hotspots places of Delhi are sealed from tonight lockdownextension Sealed COVID19,"[{'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
Be wise to contribute to poor Don’tmake them embarrass by taking selfies. #COVID19 #IndiaFightsCOVID19 #StayHome,2020-04-08 16:54:29+00:00,0,1,#COVID19 #IndiaFightsCOVID19 #StayHome #StayHome,Delhi,Be wise to contribute to poor Don tmake them embarrass by taking selfies COVID19 IndiaFightsCOVID19 StayHome,[],,,,,,,
Delhi 8th April Total cases :- 669 New Cases:- 93 Death:- 09 #COVID19 #lockdownextension,2020-04-08 16:51:29+00:00,0,1,#COVID19 #lockdownextension,Delhi,Delhi 8th April Total cases 669 New Cases 93 Death 09 COVID19 lockdownextension,"[{'score': 0.614558, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
"Delhi Govt: Here is the list of other hotspots identified in Delhi which will be sealed, in wake of #COVID19 ",2020-04-08 16:48:14+00:00,3,7,#COVID19,Delhi,Delhi Govt Here is the list of other hotspots identified in Delhi which will be sealed in wake of COVID19,"[{'score': 0.689621, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"1.Status of #Corona testing in India Samples tested in India so far-127919. 5114 +ives. 2.Samples tested today-13143. 3.Highest in a day till date. Of these, 320 +ive 4.Samples tested on Tues-12584, Mon-11432. #lockdownextension #coronaupdatesindia #COVID19 #TestKaroNa",2020-04-08 16:45:05+00:00,0,1,#Corona #lockdownextension #coronaupdatesindia #COVID19 #TestKaroNa,Delhi,1 Status of Corona testing in India Samples tested in India so far 127919 5114 ives 2 Samples tested today 13143 3 Highest in a day till date Of these 320 ive 4 Samples tested on Tues 12584 Mon 11432 lockdownextension coronaupdatesindia COVID19 TestKaroNa,[],,,,,,,
"Our neighbouring sectors on both side 28 & 37 are being sealed from tonight. We are the main road on 29 and hv the luxury of walking 2 d Mother Dairy, Safal & medicine shop, ATMs 2 get our provisions. We fight #COVID19 together ",2020-04-08 16:44:24+00:00,0,2,#COVID19,Delhi,Our neighbouring sectors on both side 28 37 are being sealed from tonight We are the main road on 29 and hv the luxury of walking 2 d Mother Dairy Safal medicine shop ATMs 2 get our provisions We fight COVID19 together,[],,,,,,,
"Especially now @SEforALLorg as women front line a global #healthcrisis #COVID19 as nurses, daily wage earners, household helps, doctors, stay at home care givers as schools continue to remain shut! @UN_Women. So grateful to be part of this tribe of #sheroes",2020-04-08 16:42:23+00:00,0,0,#healthcrisis #COVID19 #sheroes,Delhi,Especially now as women front line a global healthcrisis COVID19 as nurses daily wage earners household helps doctors stay at home care givers as schools continue to remain shut Women So grateful to be part of this tribe of sheroes,[],,,,,,,
"Here is the list of other hotspots identified in Delhi which will be sealed, in wake of #COVID19 ",2020-04-08 16:30:31+00:00,2,0,#COVID19,Delhi,Here is the list of other hotspots identified in Delhi which will be sealed in wake of COVID19,[],,,,,,,
Pakistan skiped virtual meeting of SAARC. #COVID19 #CoronaVirusUpdates,2020-04-08 16:26:10+00:00,1,3,#COVID19 #CoronaVirusUpdates,Delhi,Pakistan skiped virtual meeting of SAARC COVID19 CoronaVirusUpdates,[],,,,,,,
"After 76 days of being in #lockdown, finally #Wuhan lifted the lockdown at 12am, 8th April. #covid19 #coronavirus",2020-04-08 16:14:59+00:00,0,0,#lockdown #Wuhan #covid19 #coronavirus,Delhi,After 76 days of being in lockdown finally Wuhan lifted the lockdown at 12am 8th April covid19 coronavirus,"[{'score': 0.790464, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Modiji, when everything has to be about you, you may well say someone invented the entire #Covid19 pandemic to harass you! Let your bhakts do more, but as PM of India you must tell us what your government is doing to mitigate the miseries of the #lockdown #IndiaDeservesBetter",2020-04-08 16:12:19+00:00,0,1,#Covid19 #lockdown #IndiaDeservesBetter,Delhi,Modiji when everything has to be about you you may well say someone invented the entire Covid19 pandemic to harass you Let your bhakts do more but as PM of India you must tell us what your government is doing to mitigate the miseries of the lockdown IndiaDeservesBetter,"[{'score': 0.515188, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
