Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,analytical,sadness,tentative,fear,anger
Baby Tries To Wake Dead Mother At Bihar Station In Endless Migrant Crisis - NDTV https://www.ndtv.com/india-news/coronavirus-a-baby-and-its-dead-mother-at-bihar-station-in-continuing-migrant-tragedy-2235852 After watching it i couldn't stop myself from crying #COVID19 #Immigrants,2020-05-28 15:38:40+00:00,0,0,#COVID19 #Immigrants,Delhi,Baby Tries To Wake Dead Mother At Bihar Station In Endless Migrant Crisis NDTV After watching it i couldn t stop myself from crying COVID19 Immigrants,"[{'score': 0.791248, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Delhi reports record 1024 cases in 24Hours, takes tally to 16281. 231 recovered total recovery 7495. 13 deaths in past 24Hours, fatality in City at 316. Active cases in Delhi as of now 8470. Take care guys, don’t presume you are with, can’t be #COVID19 +ve #PhysicalDistancing",2020-05-28 15:38:30+00:00,4,18,#COVID19 #PhysicalDistancing,Delhi,Delhi reports record 1024 cases in 24Hours takes tally to 16281 231 recovered total recovery 7495 13 deaths in past 24Hours fatality in City at 316 Active cases in Delhi as of now 8470 Take care guys don t presume you are with can t be COVID19 ve PhysicalDistancing,[],,,,,,,
"In last 24 hours, 367 new #COVID19 cases and 22 deaths have been reported in Gujarat. Total positive cases stand at 15,572 and death toll is at 960: State Health Department #gujrat",2020-05-28 15:16:07+00:00,0,0,#COVID19 #gujrat,Delhi,In last 24 hours 367 new COVID19 cases and 22 deaths have been reported in Gujarat Total positive cases stand at 15 572 and death toll is at 960 State Health Department gujrat,"[{'score': 0.504848, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
.@krishnansuneeta stresses the importance of investing in community health workers to instill confidence in health systems during the #COVID19 pandemic. They are an important foundation for a health system and countries need to support them. #rtiLearns #adaptdev,2020-05-28 15:02:37+00:00,2,6,#COVID19 #rtiLearns #adaptdev,Delhi,stresses the importance of investing in community health workers to instill confidence in health systems during the COVID19 pandemic They are an important foundation for a health system and countries need to support them rtiLearns adaptdev,"[{'score': 0.775153, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@LGIndia What is the point to show such ads even your service centre is not honouring it? On 2nd of May my AMC got expired. And almost 20days before I called #LGCustomercare for renewal but didn’t through because that was not working because of #covid19 .,2020-05-28 14:56:19+00:00,0,0,#LGCustomercare #covid19,Delhi,What is the point to show such ads even your service centre is not honouring it On 2nd of May my AMC got expired And almost 20days before I called LGCustomercare for renewal but didn t through because that was not working because of covid19,"[{'score': 0.790054, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.659112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,1.0,,
A short #writeup discussing the #claim that natural #cold and #snow can #inhibit the spread of #Covid_19 (written by @AdithyaVikramS1) #misinformation #coronavirus #COVID19 #novelcoronavirus #infection #temperature #virus #disease #corona,2020-05-28 14:49:16+00:00,2,2,#writeup #claim #cold #snow #inhibit #Covid_19 #misinformation #coronavirus #COVID19 #novelcoronavirus #infection #temperature #virus #disease #corona,Delhi,A short writeup discussing the claim that natural cold and snow can inhibit the spread of Covid 19 written by misinformation coronavirus COVID19 novelcoronavirus infection temperature virus disease corona,[],,,,,,,
.@mkruk talks about the importance of confidence in health system during the #COVID19 pandemic - there is fear in the health systems at the moment. There is a need for structural reforms! #rtilearn,2020-05-28 14:26:01+00:00,6,10,#COVID19 #rtilearn,Delhi,talks about the importance of confidence in health system during the COVID19 pandemic there is fear in the health systems at the moment There is a need for structural reforms rtilearn,"[{'score': 0.677615, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"@SatyendarJain sir,Today Delhi state health didn't share the #COVID19 data..kindly update. @COVIDNewsByMIB @ICMRDELHI @AamAadmiParty",2020-05-28 14:14:31+00:00,2,0,#COVID19,Delhi,sir Today Delhi state health didn t share the COVID19 data kindly update,"[{'score': 0.614165, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Profiteering in the time of #Corona. How Pvt hospitals are inflating bills of #COVID19 patients. Excellent report by @kaunain_s,2020-05-28 12:00:10+00:00,2,5,#Corona #COVID19,Delhi,Profiteering in the time of Corona How Pvt hospitals are inflating bills of COVID19 patients Excellent report by s,[],,,,,,,
BJP leader Sambit Patra has been admitted in the ICU of Medanta Hospital Gurgaon. #SambitPatra #संबित_पात्रा #GetWellSoonSambit #COVID19,2020-05-28 11:48:16+00:00,1,1,#SambitPatra #GetWellSoonSambit #COVID19,Delhi,BJP leader Sambit Patra has been admitted in the ICU of Medanta Hospital Gurgaon SambitPatra GetWellSoonSambit COVID19,[],,,,,,,
Survival for middle class getting worse now. #COVID19 #indiaeconomy @BJP4India @PMOIndia @CMODelhi @jairamthakurbjp,2020-05-28 11:38:38+00:00,0,0,#COVID19 #indiaeconomy,Delhi,Survival for middle class getting worse now COVID19 indiaeconomy,"[{'score': 0.509394, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
Is government seriously tracing his contacts to stop spread of #COVID19 ? ,2020-05-28 11:21:23+00:00,0,0,#COVID19,Delhi,Is government seriously tracing his contacts to stop spread of COVID19,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
Imagine getting paid for writing s**t!! #COVID19 #COVIDIDIOTS,2020-05-28 11:12:26+00:00,0,0,#COVID19 #COVIDIDIOTS,Delhi,Imagine getting paid for writing s t COVID19 COVIDIDIOTS,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Indian companies may take some time to reach human trial stage in vaccine development for #COVID19 but with international partnership some Indian companies are on human trial stage ,2020-05-28 11:04:42+00:00,0,5,#COVID19,Delhi,Indian companies may take some time to reach human trial stage in vaccine development for COVID19 but with international partnership some Indian companies are on human trial stage,"[{'score': 0.845297, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"All ended like castism, economic, religionism on the earth. Now world/society will be devided in two categories, one is good immunity and 2nd one is week immunity people.. even tough finally people will think about health is wealth after epidemic #coronavirus #PeopleNow #COVID19",2020-05-28 10:00:02+00:00,0,0,#coronavirus #PeopleNow #COVID19,Delhi,All ended like castism economic religionism on the earth Now world society will be devided in two categories one is good immunity and 2nd one is week immunity people even tough finally people will think about health is wealth after epidemic coronavirus PeopleNow COVID19,"[{'score': 0.601239, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.550751, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Sometimes, somethings makes it all worthwhile. Power to SOS Village and Mothers who have given society champions like Megha. I take a bow! @SOSVillageINDIA @sos_children #COVID19 ",2020-05-28 08:18:08+00:00,1,7,#COVID19,Delhi,Sometimes somethings makes it all worthwhile Power to SOS Village and Mothers who have given society champions like Megha I take a bow children COVID19,"[{'score': 0.636659, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.63698, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,1.0,,
Destination: Isolation #COVID19 Mood #QuarantineLife #thursdayvibes,2020-05-28 07:35:40+00:00,0,0,#COVID19 #QuarantineLife #thursdayvibes,Delhi,Destination Isolation COVID19 Mood QuarantineLife thursdayvibes,"[{'score': 0.697163, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
All water service stations in #Kerala are converted into disinfection centres for cars and non-motorised vehicles as well. Great move! #COVID19 #SocialDistancing,2020-05-28 07:20:11+00:00,0,4,#Kerala #COVID19 #SocialDistancing,Delhi,All water service stations in Kerala are converted into disinfection centres for cars and non motorised vehicles as well Great move COVID19 SocialDistancing,"[{'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"It is essential for States to adopt a coordinated approach on qurantine and testing , instead of blaming eachother. #COVID19 #CoronaVirusUpdates #CoronaInMaharashtra #delhilockdown #KarnatakaFightsCorona",2020-05-28 07:14:02+00:00,0,0,#COVID19 #CoronaVirusUpdates #CoronaInMaharashtra #delhilockdown #KarnatakaFightsCorona,Delhi,It is essential for States to adopt a coordinated approach on qurantine and testing instead of blaming eachother COVID19 CoronaVirusUpdates CoronaInMaharashtra delhilockdown KarnatakaFightsCorona,[],,,,,,,
"Soon he will ask ,who took her mother ? #COVID19 ",2020-05-28 07:12:18+00:00,0,0,#COVID19,Delhi,Soon he will ask who took her mother COVID19,[],,,,,,,
"They can fight corona , if we all can stand by them. @ReallySwara much love #HelpEachOther #COVID19 ",2020-05-28 07:03:57+00:00,0,0,#HelpEachOther #COVID19,Delhi,They can fight corona if we all can stand by them much love HelpEachOther COVID19,"[{'score': 0.773435, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,1.0,,,,
It was reported flyers found +ve #covid19 ? How ? either @SetuAarogya not sufficient nor thermal screening. #AarogyaSetu must b over 14 days before flying installed. PPL mayb installing at or nearing airport itself and showing green? It's time to include date app active since xx https://twitter.com/rejimonck/status/1265290814005051393,2020-05-28 06:35:28+00:00,0,0,#covid19 #AarogyaSetu,Delhi,It was reported flyers found ve covid19 How either not sufficient nor thermal screening AarogyaSetu must b over 14 days before flying installed PPL mayb installing at or nearing airport itself and showing green It s time to include date app active since xx,[],,,,,,,
"2020 seems like a movie that didn’t make it to the post office. A pandemic, a cyclone, migrants march, locust storm, floods... almost seems Biblically proven for the end of times. #covid19",2020-05-28 05:52:37+00:00,0,5,#covid19,Delhi,2020 seems like a movie that didn t make it to the post office A pandemic a cyclone migrants march locust storm floods almost seems Biblically proven for the end of times covid19,"[{'score': 0.595347, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.798791, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
Comment your questions below or you can DM us your questions • • • #LifelineLaboratory #RoutineTest #HealthCheckup #HealthyLife #HealthyHeart #FullBodyCheckup #COVIDTest #Coronavirus #COVID_19 #COVID19… https://www.instagram.com/p/CAuFmnDJRK2/?igshid=1437ufc5rx9ck,2020-05-28 05:39:34+00:00,0,0,#LifelineLaboratory #RoutineTest #HealthCheckup #HealthyLife #HealthyHeart #FullBodyCheckup #COVIDTest #Coronavirus #COVID_19 #COVID19,Delhi,Comment your questions below or you can DM us your questions LifelineLaboratory RoutineTest HealthCheckup HealthyLife HealthyHeart FullBodyCheckup COVIDTest Coronavirus COVID 19 COVID19,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
@narendramodi @drharshvardhan @ArvindKejriwal @MoHFW_INDIA @MaxHealthcare @msisodia Is this the reality regarding preparation of #India to tackle #COVID19 ,2020-05-28 04:20:35+00:00,0,0,#India #COVID19,Delhi,INDIA Is this the reality regarding preparation of India to tackle COVID19,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.672469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
"As #mask become an important part of everyday attire owing to the #COVID19 pandemic , we look at a few interesting options that are practical even as they are fun and stylish. #Masks4All #CoronaPandemic",2020-05-28 04:08:51+00:00,0,0,#mask #COVID19 #Masks4All #CoronaPandemic,Delhi,As mask become an important part of everyday attire owing to the COVID19 pandemic we look at a few interesting options that are practical even as they are fun and stylish Masks4All CoronaPandemic,"[{'score': 0.870083, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.88067, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Mumbai sure is living in a parallel universe. The worst-hit city has a unique game-plan. #COVID19 #mumbai,2020-05-28 04:02:27+00:00,10,22,#COVID19 #mumbai,Delhi,Mumbai sure is living in a parallel universe The worst hit city has a unique game plan COVID19 mumbai,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
Are these just Media bites or is there any ground reality if true you can generate employment then what were you waiting for????#Covid19 ,2020-05-28 02:31:45+00:00,0,0,#Covid19,Delhi,Are these just Media bites or is there any ground reality if true you can generate employment then what were you waiting for Covid19,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.807548, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"Gentle Reminder-6, Respected @myogiadityanath Ji &amp; @myogioffice, hoping for a help and support from your end. If possible please look into the matter on urgent basis &amp; provide immediate solution in this difficult time of #Pandemic #COVID19. #ThanksToYou. @narendramodi @PMOIndia",2020-05-28 01:41:49+00:00,0,1,#Pandemic #COVID19 #ThanksToYou,Delhi,Gentle Reminder 6 Respected Ji amp hoping for a help and support from your end If possible please look into the matter on urgent basis amp provide immediate solution in this difficult time of Pandemic COVID19 ThanksToYou,"[{'score': 0.586669, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.736466, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,1.0,,
#COVID19 #DowJones #SGXNIFTY #StockMarketindia worldwide corona cases crossed 57.81 Lakhs deaths at 357400 Indian cases at 158000 no stopping still Dow jones closed 530 points up futures 150 points more up SGX nifty 20 points up I will wait for buying,2020-05-28 01:25:47+00:00,0,1,#COVID19 #DowJones #SGXNIFTY #StockMarketindia,Delhi,COVID19 DowJones SGXNIFTY StockMarketindia worldwide corona cases crossed 57 81 Lakhs deaths at 357400 Indian cases at 158000 no stopping still Dow jones closed 530 points up futures 150 points more up SGX nifty 20 points up I will wait for buying,"[{'score': 0.738493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
People are habitual for making mistakes earlier and realising later !! This is every where in th world evern in india !!#corona #pandemic #india #england #COVID19,2020-05-28 00:00:46+00:00,0,1,#corona #pandemic #india #england #COVID19,Delhi,People are habitual for making mistakes earlier and realising later This is every where in th world evern in india corona pandemic india england COVID19,"[{'score': 0.730712, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.74948, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,1.0,,,
