Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,tentative,analytical,confident,sadness,anger,fear
China Reshaping Corona Virus Narrative #Corona #Covid19 #BanChina #ChinesePropaganda #Covid_19india #CoronavirusOutbreakindia #ChineseBioterrorism #ChinaLiesPeopleDie #Covid19Out #ChineseVirus19 #SujoyBasu https://m.facebook.com/story.php?story_fbid=2500293960284747&amp;id=1554290018218484?sfnsn=wiwspmo&amp;extid=aVFoR9xJlfwCAzkT&amp;d=n&amp;vh=e,2020-04-06 02:26:05+00:00,0,0,#Corona #Covid19 #BanChina #ChinesePropaganda #Covid_19india #CoronavirusOutbreakindia #ChineseBioterrorism #ChinaLiesPeopleDie #Covid19Out #ChineseVirus19 #SujoyBasu,Kolkata,China Reshaping Corona Virus Narrative Corona Covid19 BanChina ChinesePropaganda Covid 19india CoronavirusOutbreakindia ChineseBioterrorism ChinaLiesPeopleDie Covid19Out ChineseVirus19 SujoyBasu,[],,,,,,,
|| Power of Unity against Corona || #9pm9minutes #powerofpositivity #powerofunity #powerofprayer #fightagainstcorona #unitedindia #india #stayhome #stayhealthy #staysafe #gocorona #covid19… https://www.instagram.com/p/B-nvKvuHgiD/?igshid=pte9zua5f09l,2020-04-06 01:25:17+00:00,0,1,#9pm9minutes #powerofpositivity #powerofunity #powerofprayer #fightagainstcorona #unitedindia #india #stayhome #stayhome #stayhealthy #staysafe #gocorona #covid19,Kolkata,Power of Unity against Corona 9pm9minutes powerofpositivity powerofunity powerofprayer fightagainstcorona unitedindia india stayhome stayhealthy staysafe gocorona covid19,[],,,,,,,
"This shouldn't be done by different pvt as well as govt.sectors, where people are surviving under lock-down in different countries. Govt. must look after the matter I hope, as garment manufacturing is not a essential needed for a country who has already started fighting #COVID19.",2020-04-05 18:33:32+00:00,0,2,#COVID19,Kolkata,This shouldn t be done by different pvt as well as govt sectors where people are surviving under lock down in different countries Govt must look after the matter I hope as garment manufacturing is not a essential needed for a country who has already started fighting COVID19,"[{'score': 0.606004, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Great to see people paying respect from the bottom of their heart and I am sure after #COVID19 over and We will see a sea change in our Police Force's attitude. They have got a new image in entire country. @sardanarohit @SwetaSinghAT @sanjna29p @chitraaum,2020-04-05 17:38:23+00:00,0,1,#COVID19,Kolkata,Great to see people paying respect from the bottom of their heart and I am sure after COVID19 over and We will see a sea change in our Police Force s attitude They have got a new image in entire country,"[{'score': 0.704315, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Indians fighting #CoronaVirus #Covid19 ,2020-04-05 16:40:36+00:00,1,7,#CoronaVirus #Covid19,Kolkata,Indians fighting CoronaVirus Covid19,"[{'score': 0.596442, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
তমসো মা জ্যোতির্গময়... तोमोसो मा ज्योतिर्गमय... #India #9baje9mintues Full #Solidarity with Nation. NoPolitics in fighting against #coronavirusindia Ppl of #Kolkata here paying solidarity with nation to fight against #Covid19 Pics proves most ppl r raised above poltics here. ,2020-04-05 16:02:35+00:00,1,5,#India #9baje9mintues #Solidarity #coronavirusindia #Kolkata #Covid19,Kolkata,India 9baje9mintues Full Solidarity with Nation NoPolitics in fighting against coronavirusindia Ppl of Kolkata here paying solidarity with nation to fight against Covid19 Pics proves most ppl r raised above poltics here,[],,,,,,,
"The fight against #COVID19 is on. And we are ""staying in"" united against it! #Covid19India #Quarantine #9Minute9baje #9Minutesat9PM #9MinutesForIndia #india #Kolkata",2020-04-05 15:59:28+00:00,0,0,#COVID19 #Covid19India #Quarantine #9Minute9baje #9Minutesat9PM #9MinutesForIndia #india #Kolkata,Kolkata,The fight against COVID19 is on And we are staying in united against it Covid19India Quarantine 9Minute9baje 9Minutesat9PM 9MinutesForIndia india Kolkata,[],,,,,,,
Responding to the call of ⁦@PMOIndia⁩ ⁦@narendramodi⁩ and reiterating my resolve in India’s united fight against #Covid19 #9pm9minute #IndiaFightsCorona,2020-04-05 15:35:34+00:00,6,48,#Covid19 #9pm9minute #IndiaFightsCorona,Kolkata,Responding to the call of and reiterating my resolve in India s united fight against Covid19 9pm9minute IndiaFightsCorona,[],,,,,,,
#IndiaFightsCorona #salutepmmodi #coronarvirus #covid19 #truespirit #positivevibes #positivity #gratitude #pmcaresfund #mygov @The On cafe https://www.instagram.com/p/B-mpxBIF9Z_/?igshid=43c0dea30n7w,2020-04-05 15:18:49+00:00,0,0,#IndiaFightsCorona #salutepmmodi #coronarvirus #covid19 #truespirit #positivevibes #positivity #gratitude #gratitude #pmcaresfund #mygov,Kolkata,IndiaFightsCorona salutepmmodi coronarvirus covid19 truespirit positivevibes positivity gratitude pmcaresfund mygov On cafe,"[{'score': 0.977587, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"Wow...... awesome, manush-e etto bhalo2 awareness post korche.....but this one is absolutely perfect and intelligent thought of awareness. #COVID19 #awareness #StayHomeStaySafeSaveLives #BangladeshFightsCorona",2020-04-05 15:17:07+00:00,0,1,#COVID19 #awareness #StayHomeStaySafeSaveLives #BangladeshFightsCorona,Kolkata,Wow awesome manush e etto bhalo2 awareness post korche but this one is absolutely perfect and intelligent thought of awareness COVID19 awareness StayHomeStaySafeSaveLives BangladeshFightsCorona,"[{'score': 0.918873, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,1.0,,,
“We need to take these *9* urgent steps to fight the #COVID19 challenge” We just made this one min film. WATCH ,2020-04-05 14:38:31+00:00,0,3,#COVID19,Kolkata,We need to take these 9 urgent steps to fight the COVID19 challenge We just made this one min film WATCH,[],,,,,,,
"Light check and all set for #9pm9minutes #candlelight magik for #india #covid19 fight with our pm @narendramodi #saikatphotography #portraitphotography of my #wife liyonaghosal @Bally, Howrah https://www.instagram.com/p/B-mjr52gGUa/?igshid=z4ivehwtobz3",2020-04-05 14:25:42+00:00,0,0,#9pm9minutes #candlelight #india #covid19 #saikatphotography #portraitphotography #wife,Kolkata,Light check and all set for 9pm9minutes candlelight magik for india covid19 fight with our pm saikatphotography portraitphotography of my wife liyonaghosal Howrah,"[{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
Nice awareness #COVID19 #StayHomeStaySafeSaveLives #LetsFightCoronaTogether,2020-04-05 13:53:34+00:00,0,1,#COVID19 #StayHomeStaySafeSaveLives #LetsFightCoronaTogether,Kolkata,Nice awareness COVID19 StayHomeStaySafeSaveLives LetsFightCoronaTogether,"[{'score': 0.873102, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Our respected chancellor, Prof. Samit Ray is a leader in true sense. He is dedicatedly working hand in hand with the state government to fight the #COVID19 pandemic. #AdamasUniversityCares #EducationPlus #LeadershipMatters #StopTheSpreadOfCorona",2020-04-05 11:57:25+00:00,1,3,#COVID19 #AdamasUniversityCares #EducationPlus #LeadershipMatters #StopTheSpreadOfCorona,Kolkata,Our respected chancellor Prof Samit Ray is a leader in true sense He is dedicatedly working hand in hand with the state government to fight the COVID19 pandemic AdamasUniversityCares EducationPlus LeadershipMatters StopTheSpreadOfCorona,[],,,,,,,
Maharashtra and Kerala have recorded the most number of people tested positive for #COVID19. Is it a coincidence that these are also the states which have had the highest number of tests? We will never know the real picture unless we test enough people. #TestKaroNa,2020-04-05 11:40:53+00:00,3,9,#COVID19 #TestKaroNa,Kolkata,Maharashtra and Kerala have recorded the most number of people tested positive for COVID19 Is it a coincidence that these are also the states which have had the highest number of tests We will never know the real picture unless we test enough people TestKaroNa,"[{'score': 0.511943, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"@narendramodi ji, playing with my son - a game of snakes &amp; ladders based on #covid19 developed by #srisriacademy kolkata @SriSri !!! Nice one to teach children - how to keep urself safe. Thanks to teacher who made this one.",2020-04-05 10:18:46+00:00,0,0,#covid19 #srisriacademy,Kolkata,ji playing with my son a game of snakes amp ladders based on covid19 developed by srisriacademy kolkata Nice one to teach children how to keep urself safe Thanks to teacher who made this one,"[{'score': 0.767081, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#COVID19 #CoronavirusPandemic Apr 04 global: 1.2 million cases 64,691 deaths 1 in 4 cases worldwide are in the U.S. Spain surpasses Italy in cases Italy has more than 15,000 deaths, Spain almost 12,000 Germany and France rapid increase in cases http://worldometers.info/coronavirus/",2020-04-05 09:58:04+00:00,0,0,#COVID19 #CoronavirusPandemic,Kolkata,COVID19 CoronavirusPandemic Apr 04 global 1 2 million cases 64 691 deaths 1 in 4 cases worldwide are in the U S Spain surpasses Italy in cases Italy has more than 15 000 deaths Spain almost 12 000 Germany and France rapid increase in cases,"[{'score': 0.710674, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
WE ARE WITH YOU MADAM PRIME MINISTER. #COVID19 #Stayhomestaysafe #StayHomeSaveLives #epidemic #LetsFightCoronaTogether,2020-04-05 09:32:53+00:00,0,0,#COVID19 #Stayhomestaysafe #StayHomeSaveLives #epidemic #LetsFightCoronaTogether,Kolkata,WE ARE WITH YOU MADAM PRIME MINISTER COVID19 Stayhomestaysafe StayHomeSaveLives epidemic LetsFightCoronaTogether,"[{'score': 0.506822, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Happy National Maritime Day to all Seafarers. Seafarers & ship's keep the world supply running even during these tough time. @PMOIndia @shipmin_india @mui_mum @IMOHQ @ITFglobalunion #COVID19 #seafarers #7ClapsForSeafarers #sealife,2020-04-05 08:30:47+00:00,0,2,#COVID19 #seafarers #7ClapsForSeafarers #sealife,Kolkata,Happy National Maritime Day to all Seafarers Seafarers ship s keep the world supply running even during these tough time india mum COVID19 seafarers 7ClapsForSeafarers sealife,"[{'score': 0.602899, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#BREAKING After an unexplained gap of two days West Bengal Health Department issued bulletin on #COVID19 situation in the state yesterday evening.. @DeccanHerald #Covid_19india #COVID19 ,2020-04-05 02:24:01+00:00,0,0,#BREAKING #COVID19 #Covid_19india #COVID19,Kolkata,BREAKING After an unexplained gap of two days West Bengal Health Department issued bulletin on COVID19 situation in the state yesterday evening Covid 19india COVID19,"[{'score': 0.564999, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Is this not a violation action for lockdown? Are they doing this for break the chain of social distances? Is this a blindspot of Puri Govt ? #Covid_19india #COVID19 #lockdown #OdishaLockdown @balwantskalewa7 @IPR_Odisha @Puri_Official @odisha_police @otvnews @HFWOdisha @SPPuri1,2020-04-04 17:54:55+00:00,0,0,#Covid_19india #COVID19 #lockdown #OdishaLockdown,Kolkata,Is this not a violation action for lockdown Are they doing this for break the chain of social distances Is this a blindspot of Puri Govt Covid 19india COVID19 lockdown OdishaLockdown Odisha Official police,"[{'score': 0.536941, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Our Hon'ble pm @narendramodi Fight from two other front's #JihadiVirus786 #COVID19 #ModiTheWorldLeader,2020-04-04 17:45:54+00:00,0,6,#JihadiVirus786 #COVID19 #ModiTheWorldLeader,Kolkata,Our Hon ble pm Fight from two other front s JihadiVirus786 COVID19 ModiTheWorldLeader,[],,,,,,,
"This #COVID19 has tough us about our immunity. Our health should be govt's first priority. Then Education . So govt should invest most of the money in these 2 sector. If all Indian would have taken proper food from childhood and lived in peaceful environment, we could fight back.",2020-04-04 17:35:28+00:00,0,3,#COVID19,Kolkata,This COVID19 has tough us about our immunity Our health should be govt s first priority Then Education So govt should invest most of the money in these 2 sector If all Indian would have taken proper food from childhood and lived in peaceful environment we could fight back,"[{'score': 0.713429, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Beautiful tribute to the #seafarers fighting during this pandemic of #COVID19. @PMOIndia @shipmin_india @mui_mum @mansukhmandviya @AbdulganiSerang. Requesting the Govt to understand &amp; act asap. We are doing our best to keep the world stocked.,2020-04-04 16:41:04+00:00,0,0,#seafarers #COVID19,Kolkata,Beautiful tribute to the seafarers fighting during this pandemic of COVID19 india mum Requesting the Govt to understand amp act asap We are doing our best to keep the world stocked,"[{'score': 0.565025, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#COVID19 #salute all #policeofficers THEY are real heroes ......work day to night to safe peoples from the #Corona and not to gather all during ..#lockdown in #India &amp; #World other #Countries Also they supply meal to poors... #Godblessthem,2020-04-04 16:17:12+00:00,1,1,#COVID19 #salute #policeofficers #Corona #lockdown #India #World #Countries #Godblessthem,Kolkata,COVID19 salute all policeofficers THEY are real heroes work day to night to safe peoples from the Corona and not to gather all during lockdown in India amp World other Countries Also they supply meal to poors Godblessthem,"[{'score': 0.60256, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.72312, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"So @dreamgirlhema &amp; her stepson Sunny Deol, both @BJP4India MPs, only contributed from taxpayer funded MPLAD and nothing from their deep pockets for #COVID19 #PMCARESFund. Remember Hema Malini got prime land at dirt cheap from Fadnavis govt. How cheap!",2020-04-04 16:06:09+00:00,73,152,#COVID19 #PMCARESFund,Kolkata,So amp her stepson Sunny Deol both MPs only contributed from taxpayer funded MPLAD and nothing from their deep pockets for COVID19 PMCARESFund Remember Hema Malini got prime land at dirt cheap from Fadnavis govt How cheap,[],,,,,,,
"The 3 weeks #lockdown - to my understanding is to get an administrative control over the situation. Isolate hotspots, regulate indiscriminate movement, get testing infrastructure in place etc. This will be followed by a phased relaxation to restore economic activity. #COVID19",2020-04-04 14:29:08+00:00,0,0,#lockdown #COVID19,Kolkata,The 3 weeks lockdown to my understanding is to get an administrative control over the situation Isolate hotspots regulate indiscriminate movement get testing infrastructure in place etc This will be followed by a phased relaxation to restore economic activity COVID19,"[{'score': 0.601735, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"We live in a complex, where numbers of flat are dere, but till date no intititave towards #Covid19 has been seen by him, but he can issues this kind of notice, and when someone ask about this, he will say, that he will send the police. @KBanerjee_AITC @DrSudiptoRoyMLA",2020-04-04 13:41:47+00:00,0,0,#Covid19,Kolkata,We live in a complex where numbers of flat are dere but till date no intititave towards Covid19 has been seen by him but he can issues this kind of notice and when someone ask about this he will say that he will send the police AITC,"[{'score': 0.530658, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
#BREAKING After an unexplained gap of two days West Bengal Health Department issued bulletin on #COVID19 situation in the state. @DeccanHerald #Covid_19india #COVID19 ,2020-04-04 13:36:32+00:00,4,14,#BREAKING #COVID19 #Covid_19india #COVID19,Kolkata,BREAKING After an unexplained gap of two days West Bengal Health Department issued bulletin on COVID19 situation in the state Covid 19india COVID19,"[{'score': 0.523867, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Let me know if there is any opportunity for graphic, content or digital marketing. #COVID19 killed travel industry, and there are hundreds without job now.",2020-04-04 13:15:15+00:00,0,1,#COVID19,Kolkata,Let me know if there is any opportunity for graphic content or digital marketing COVID19 killed travel industry and there are hundreds without job now,"[{'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.764826, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
"Hi Raunak, I have known 3 homeopathic docs, one of them being my grandfather, who have helped people immensely using this method of treatment. As far as #Covid19 is concerned, there's no cure but that shouldn't be a reason to mock homeopathy treatment, as a branch of medicine. ",2020-04-04 11:21:13+00:00,0,1,#Covid19,Kolkata,Hi Raunak I have known 3 homeopathic docs one of them being my grandfather who have helped people immensely using this method of treatment As far as Covid19 is concerned there s no cure but that shouldn t be a reason to mock homeopathy treatment as a branch of medicine,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
