Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,sadness,joy,fear,confident,analytical,tentative,anger
"#BREAKING: Delhi has 40 confirmed #COVID19 cases so far, says State Government's Health Department. Fresh cases in last 24 hrs : 1 Discharged patients so far : 5 #CoronaLockdown",2020-03-27 15:05:56+00:00,3,6,#BREAKING #COVID19 #CoronaLockdown,Delhi,BREAKING Delhi has 40 confirmed COVID19 cases so far says State Government s Health Department Fresh cases in last 24 hrs 1 Discharged patients so far 5 CoronaLockdown,"[{'score': 0.901053, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Kendriya Vidyalayas across the country to be turned into quarantine facilities. #COVID19,2020-03-27 15:01:51+00:00,9,22,#COVID19,Delhi,Kendriya Vidyalayas across the country to be turned into quarantine facilities COVID19,[],,,,,,,
"RBI Governor @DasShaktikanta message on safety measures during difficult times! Pay digital, stay safe! #COVID19 #IndiaFightsCoronavirus #StayCleanStaySafeGoDigital",2020-03-27 14:59:24+00:00,3,6,#COVID19 #IndiaFightsCoronavirus #StayCleanStaySafeGoDigital,Delhi,RBI Governor message on safety measures during difficult times Pay digital stay safe COVID19 IndiaFightsCoronavirus StayCleanStaySafeGoDigital,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
CRISIL paper issued today : Slashing India’s growth by 170 bps GDP growth next fiscal seen plunging to 3.5% in pandemic aftermath.past few days have seen global growth forecasts slashed and financial markets heaving as the Novel Coronavirus #Covid19 pandemic spread geometrically,2020-03-27 14:58:09+00:00,0,0,#Covid19,Delhi,CRISIL paper issued today Slashing India s growth by 170 bps GDP growth next fiscal seen plunging to 3 5 in pandemic aftermath past few days have seen global growth forecasts slashed and financial markets heaving as the Novel Coronavirus Covid19 pandemic spread geometrically,"[{'score': 0.511419, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Centre eases restrictions on movement of multiple items and goods related for farm sector. #COVID19 #Lockdown21,2020-03-27 14:54:18+00:00,1,3,#COVID19 #Lockdown21,Delhi,Centre eases restrictions on movement of multiple items and goods related for farm sector COVID19 Lockdown21,"[{'score': 0.513154, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
Section 135 of the Companies Act dealing with CSR is proposed to be amended and the civil society has mixed reactions. MCA is seeking feedback here: http://feedapp.mca.gov.in/csr/ by 28th March 2020 #IndiaBattlesCoronavirus #coronavírus #COVID19 #socialresponsibility #socialimpact,2020-03-27 14:52:09+00:00,0,0,#IndiaBattlesCoronavirus #coronav #COVID19 #socialresponsibility #socialimpact,Delhi,Section 135 of the Companies Act dealing with CSR is proposed to be amended and the civil society has mixed reactions MCA is seeking feedback here by 28th March 2020 IndiaBattlesCoronavirus coronav rus COVID19 socialresponsibility socialimpact,[],,,,,,,
Last night at @DelhiAirport @GermanyinIndia #repatriation #COVID19 #COVID19deutschland – at Terminal 3,2020-03-27 14:47:14+00:00,0,0,#repatriation #COVID19 #COVID19deutschland,Delhi,Last night at repatriation COVID19 COVID19deutschland at Terminal 3,[],,,,,,,
German #repatriation group checking out of the hotel before heading to @GermanyinIndia (yesterday) #COVID19 #COVID19deutschland #CoronavirusOutbreak – at Hyatt Regency Delhi,2020-03-27 14:37:46+00:00,0,0,#repatriation #COVID19 #COVID19deutschland #CoronavirusOutbreak,Delhi,German repatriation group checking out of the hotel before heading to yesterday COVID19 COVID19deutschland CoronavirusOutbreak at Hyatt Regency Delhi,"[{'score': 0.558781, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Azim Premji Does It Again - Donates Over 50,000 Crore To Charity A true Indian aka Nationalist. Let see how It encourage the other Indian capitalist like Ambani & Adani to come forward during epidemic crisis #COVID19 ",2020-03-27 14:33:47+00:00,0,1,#COVID19,Delhi,Azim Premji Does It Again Donates Over 50 000 Crore To Charity A true Indian aka Nationalist Let see how It encourage the other Indian capitalist like Ambani Adani to come forward during epidemic crisis COVID19,[],,,,,,,
V - R - S I & U Only Can Break The Chain Or Bond #Chemist #CoViD19 #Ind,2020-03-27 14:32:54+00:00,0,0,#Chemist #CoViD19 #Ind,Delhi,V R S I U Only Can Break The Chain Or Bond Chemist CoViD19 Ind,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
HRD Minister announced today that NEET and JEE (main) have been postponed till the last week of May. #COVID19,2020-03-27 14:29:15+00:00,0,1,#COVID19,Delhi,HRD Minister announced today that NEET and JEE main have been postponed till the last week of May COVID19,"[{'score': 0.563416, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
"Galloping #COVID19 infections, fatalities on TV screens scary. One time you sincerely wish the #AskingRate to be ZERO00000. Prey all humans #StayHomeSaveLives and #handwashing continues. @ndcnn @ProsaicView @tanvi_madan @madversity",2020-03-27 14:26:00+00:00,0,3,#COVID19 #AskingRate #StayHomeSaveLives #handwashing #handwashing,Delhi,Galloping COVID19 infections fatalities on TV screens scary One time you sincerely wish the AskingRate to be ZERO00000 Prey all humans StayHomeSaveLives and handwashing continues madan,"[{'score': 0.519298, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"@WHO @UNDP @UN_Women @sachin_rt @SrBachchan @anandmahindra @PMOIndia Get laid back, rejuvenate yourself, do and and spent quality time with to #stopspread of #COVID19. Best time to figure hidden talent in kids. #playing . Join #GharBaithoIndia #NotPartOfTheRumours",2020-03-27 14:09:49+00:00,0,0,#stopspread #COVID19 #playing #GharBaithoIndia #NotPartOfTheRumours,Delhi,Women rt Get laid back rejuvenate yourself do and and spent quality time with to stopspread of COVID19 Best time to figure hidden talent in kids playing Join GharBaithoIndia NotPartOfTheRumours,"[{'score': 0.784927, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
DRDO pitches in to Combat #COVID19 --Hand Sanitizers 4000 to armed forces 1500 to Ministry of Defence 300 to parliament 500 to security establishment --To create multi patient ventilator --N99 advanced masks --Body Suits ,2020-03-27 14:02:24+00:00,37,65,#COVID19,Delhi,DRDO pitches in to Combat COVID19 Hand Sanitizers 4000 to armed forces 1500 to Ministry of Defence 300 to parliament 500 to security establishment To create multi patient ventilator N99 advanced masks Body Suits,[],,,,,,,
"To prevent #COVID19 spread,one of the key step as adviced by @WHO is regular #handwashing with soap. Now BruceGordon, head of WASH @WHO advocates for the need to consider #WASH activities as an essential public health intervention #HandHygiene",2020-03-27 13:56:14+00:00,2,4,#COVID19 #handwashing #handwashing #WASH #HandHygiene #HandHygiene,Delhi,To prevent COVID19 spread one of the key step as adviced by is regular handwashing with soap Now BruceGordon head of WASH advocates for the need to consider WASH activities as an essential public health intervention HandHygiene,[],,,,,,,
"“Without music, life would be a mistake” ― & Due to Covid-19 this mistake is happening these days . . . . . . . . . #gocorona #coronagoaway #covid19 #music #musician #artistsoninstagram #artist #dj #djbasedband… https://www.instagram.com/p/B-PVDB4JYTa/?igshid=gj4hiczdb625",2020-03-27 13:55:21+00:00,0,1,#gocorona #coronagoaway #covid19 #music #musician #artistsoninstagram #artist #dj #djbasedband,Delhi,Without music life would be a mistake Due to Covid 19 this mistake is happening these days gocorona coronagoaway covid19 music musician artistsoninstagram artist dj djbasedband,"[{'score': 0.796123, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Try and #BoycottChina while you can as you cant boycott made in China diseases. #COVID19 testing kits #MadeInChina are #NonReliable #ChinaVirus #PlayingWithLives of #Patients ... Judging by accuracy rate of testing kits, infected people in china is 3x the reported numbers ",2020-03-27 13:53:33+00:00,0,2,#BoycottChina #COVID19 #MadeInChina #NonReliable #ChinaVirus #PlayingWithLives #Patients,Delhi,Try and BoycottChina while you can as you cant boycott made in China diseases COVID19 testing kits MadeInChina are NonReliable ChinaVirus PlayingWithLives of Patients Judging by accuracy rate of testing kits infected people in china is 3x the reported numbers,[],,,,,,,
for the situation to improve. The only good part is that now we are trying to do something together. Wishing that the environment helps us and we overcome this havoc of #COVID19 #WeShallOvercome,2020-03-27 13:42:23+00:00,0,1,#COVID19 #WeShallOvercome,Delhi,for the situation to improve The only good part is that now we are trying to do something together Wishing that the environment helps us and we overcome this havoc of COVID19 WeShallOvercome,"[{'score': 0.572316, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"39 new #COVID19 positive cases reported in Kerala. 34 from Kasargod, 2 from Kannur and one each from Thrissur, Kozhikode, and Kollam. This takes the total positive cases in the state to 176, including 12 discharged patients: Kerala Chief Minister Pinarayi Vijayan",2020-03-27 13:35:53+00:00,0,0,#COVID19,Delhi,39 new COVID19 positive cases reported in Kerala 34 from Kasargod 2 from Kannur and one each from Thrissur Kozhikode and Kollam This takes the total positive cases in the state to 176 including 12 discharged patients Kerala Chief Minister Pinarayi Vijayan,"[{'score': 0.525941, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.686557, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
"Went LIVE after a LONG while, with my Mumbai waala friend, Manish! #quarantine #delhi #LIVE #coronavirusindia #CoronaVirusChallenge #covid19 #Instagram",2020-03-27 13:21:00+00:00,0,2,#quarantine #delhi #LIVE #coronavirusindia #CoronaVirusChallenge #covid19 #Instagram,Delhi,Went LIVE after a LONG while with my Mumbai waala friend Manish quarantine delhi LIVE coronavirusindia CoronaVirusChallenge covid19 Instagram,[],,,,,,,
Can We Hit 500 Likes and 50 Comments..? https://www.youtube.com/watch?v=iSivlalW_dQ #CoronaLockdown #vlogging #Day1 #IndiaFightCorona #coronavirus #YouTube #Corona #COVID19 #vlogonCORONA #QuaratineAndChill #quarantinememes,2020-03-27 13:11:29+00:00,0,0,#CoronaLockdown #vlogging #Day1 #IndiaFightCorona #coronavirus #YouTube #Corona #COVID19 #vlogonCORONA #QuaratineAndChill #quarantinememes,Delhi,Can We Hit 500 Likes and 50 Comments CoronaLockdown vlogging Day1 IndiaFightCorona coronavirus YouTube Corona COVID19 vlogonCORONA QuaratineAndChill quarantinememes,[],,,,,,,
United Kingdom Prime Minister Boris Johnson tests positive for #COVID19 #CoronaLockdown #CoronavirusOutbreak #Coronafighters #borisjohnsons,2020-03-27 13:05:38+00:00,0,0,#COVID19 #CoronaLockdown #CoronavirusOutbreak #Coronafighters #borisjohnsons,Delhi,United Kingdom Prime Minister Boris Johnson tests positive for COVID19 CoronaLockdown CoronavirusOutbreak Coronafighters borisjohnsons,"[{'score': 0.586519, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
And the British Health Secrerary too. So much for #HerdImmunity #covid19 ,2020-03-27 13:03:33+00:00,0,0,#HerdImmunity #covid19,Delhi,And the British Health Secrerary too So much for HerdImmunity covid19,"[{'score': 0.664165, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Amidst struggling with this #pandemic, let's not get bogged down &amp; keep moving ahead. #VirtualMeetings is the need of the hour! Write to us now at conferences@indebo.com to explore possibilities with virtual/online #events. #ConferencesbyIndeBo #conferences #MICE #COVID19 ",2020-03-27 12:58:18+00:00,0,0,#pandemic #VirtualMeetings #events #ConferencesbyIndeBo #conferences #MICE #COVID19,Delhi,Amidst struggling with this pandemic let s not get bogged down amp keep moving ahead VirtualMeetings is the need of the hour Write to us now at conferences com to explore possibilities with virtual online events ConferencesbyIndeBo conferences MICE COVID19,[],,,,,,,
UK Prime Minister Boris Johnson Tests Positive For COVID-19 https://www.medtalks.in/articles/uk-prime-minister-boris-Johnson-tests-positive-for-covid19 #BorisJohnson #COVID #COVID19,2020-03-27 12:40:31+00:00,2,4,#BorisJohnson #COVID #COVID19,Delhi,UK Prime Minister Boris Johnson Tests Positive For COVID 19 BorisJohnson COVID COVID19,"[{'score': 0.596953, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
Today's FB live (episode 52) will cover the burning topic.. Is China responsible for the #coronavirus pandemic? We analyze what happened since 1950s in China and if it relates to this. ..will also cover latest on #covid19 - RBIs directive on EMI At 10 pm http://www.facebook.com/srijankalam,2020-03-27 12:40:10+00:00,5,20,#coronavirus #covid19,Delhi,Today s FB live episode 52 will cover the burning topic Is China responsible for the coronavirus pandemic We analyze what happened since 1950s in China and if it relates to this will also cover latest on covid19 RBIs directive on EMI At 10 pm,"[{'score': 0.582476, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
"In times of #stayathome, real estate companies come up with #BookFromHome #COVID19 @SobhaLtd #StayHomeSaveLives",2020-03-27 12:28:28+00:00,1,2,#stayathome #stayathome #BookFromHome #COVID19 #StayHomeSaveLives,Delhi,In times of stayathome real estate companies come up with BookFromHome COVID19 StayHomeSaveLives,"[{'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"While you continue to wash your hands every now and then for 20 sec 30 sec or longer singing your favourite song, kindly do not forget to shut the tap during this time. Saving water is equally important! #SaveWater #COVID19 #lockdownindia #IndiaFightsCorona",2020-03-27 12:20:43+00:00,1,5,#SaveWater #COVID19 #lockdownindia #IndiaFightsCorona,Delhi,While you continue to wash your hands every now and then for 20 sec 30 sec or longer singing your favourite song kindly do not forget to shut the tap during this time Saving water is equally important SaveWater COVID19 lockdownindia IndiaFightsCorona,"[{'score': 0.535178, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.805968, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
"READ: How can the Covid-19 generated understanding of the link between individual behaviour and positive social outcomes be harnessed for other purposes, such as addressing the climate crisis? #Covid19 ",2020-03-27 12:16:03+00:00,1,2,#Covid19,Delhi,READ How can the Covid 19 generated understanding of the link between individual behaviour and positive social outcomes be harnessed for other purposes such as addressing the climate crisis Covid19,"[{'score': 0.953776, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"#beactive #covid19 #stayathome #covid19_india #covid_19 #covid_19india #behealty #besafeeveryone #godbless #angelicprotection #homœopathy #practicalhomeopathy #tryhomeopathy #homoeopathyinindia @Dwarka, Delhi https://www.instagram.com/p/B-PJJvSFq2c/?igshid=198ae02l908j7",2020-03-27 12:11:18+00:00,0,0,#beactive #covid19 #stayathome #stayathome #covid19_india #covid_19 #covid_19india #behealty #besafeeveryone #godbless #angelicprotection #hom #practicalhomeopathy #tryhomeopathy #homoeopathyinindia,Delhi,beactive covid19 stayathome covid19 india covid 19 covid 19india behealty besafeeveryone godbless angelicprotection hom opathy practicalhomeopathy tryhomeopathy homoeopathyinindia Delhi,[],,,,,,,
