Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,sadness,tentative,confident,anger,fear
Turn The Distance ON #kewalarts #Corona #islamteachings #quarantine #creativity #gocorona #pmmodi #bjp #shivsena #muslim #namaz #Covid19 #secularindia #bharat #india #world #JJIAA #art #design #advertising… https://www.instagram.com/p/B-r3C7SDz7u/?igshid=c2gcg6i0kfx0,2020-04-07 15:51:05+00:00,0,0,#kewalarts #Corona #islamteachings #quarantine #creativity #gocorona #pmmodi #bjp #shivsena #muslim #namaz #Covid19 #secularindia #bharat #india #world #JJIAA #art #design #advertising,Mumbai,Turn The Distance ON kewalarts Corona islamteachings quarantine creativity gocorona pmmodi bjp shivsena muslim namaz Covid19 secularindia bharat india world JJIAA art design advertising,"[{'score': 0.530435, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,1,,,,,
All Animals are Out & All Humans are #Home then to The #Mumbai is so clean peaceful and Beautiful so actually we make mess and we Should call ourselves the real Animals #coronavirus #COVID #COVID19 #lockdowneffect #lockdown #Lockdown21 @mybmc @MumbaiPolice @CPMumbaiPolice,2020-04-07 15:48:46+00:00,2,5,#Home #Mumbai #coronavirus #COVID #COVID19 #lockdowneffect #lockdown #Lockdown21,Mumbai,All Animals are Out All Humans are Home then to The Mumbai is so clean peaceful and Beautiful so actually we make mess and we Should call ourselves the real Animals coronavirus COVID COVID19 lockdowneffect lockdown Lockdown21,"[{'score': 0.540961, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.835672, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
This is for those who are saying & pointing Fingers on @narendramodi for not dealing properly with the #COVID19 U should look at the Data of America which is @1 in every aspect Help ur govt &amp; @MoHFW_INDIA in Lockdown by following there Guide Lines #coronavirus #lockdown,2020-04-07 15:35:56+00:00,1,2,#COVID19 #coronavirus #lockdown,Mumbai,This is for those who are saying pointing Fingers on for not dealing properly with the COVID19 U should look at the Data of America which is in every aspect Help ur govt amp INDIA in Lockdown by following there Guide Lines coronavirus lockdown,"[{'score': 0.697281, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
This is for those who are saying & pointing Fingers on @narendramodi for not dealing properly with the #COVID19 U should look at the Data of America which is @1 in every aspect Help ur govt &amp; @MoHFW_INDIA in Lockdown by following there Guide Lines #coronavirus #lockdown,2020-04-07 15:34:17+00:00,2,3,#COVID19 #coronavirus #lockdown,Mumbai,This is for those who are saying pointing Fingers on for not dealing properly with the COVID19 U should look at the Data of America which is in every aspect Help ur govt amp INDIA in Lockdown by following there Guide Lines coronavirus lockdown,"[{'score': 0.697281, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
"(RDA) of Delhi's (AIIMS) wrote to PM Narendra Modi on Monday to complain about the ""harsh backlash"". No need to clap,but don't shut our voices:Doctors flag backlash for speaking out.#DocsNeedGear #IndiaFightCorona #IndiaDeservesBetter #COVID19 @who @UN",2020-04-07 15:20:25+00:00,0,1,#DocsNeedGear #IndiaFightCorona #IndiaDeservesBetter #COVID19,Mumbai,RDA of Delhi s AIIMS wrote to PM Narendra Modi on Monday to complain about the harsh backlash No need to clap but don t shut our voices Doctors flag backlash for speaking out DocsNeedGear IndiaFightCorona IndiaDeservesBetter COVID19,[],,,,,,,
"150 more #COVID19 positive cases reported in Maharashtra today, taking the total number of coronavirus cases in the state to 1,018: Maharashtra Health Department ",2020-04-07 15:04:18+00:00,0,2,#COVID19,Mumbai,150 more COVID19 positive cases reported in Maharashtra today taking the total number of coronavirus cases in the state to 1 018 Maharashtra Health Department,"[{'score': 0.689543, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
Mumbai will be the next Italy in India. #Mumbai #COVID19 #death #CoronaInMaharashtra #CoronaWarriors #Maharashtra #maharashtralockdown #MaharashtraFightsCorona #mbmc #CoronaUpdatesInIndia,2020-04-07 14:49:20+00:00,0,0,#Mumbai #COVID19 #death #CoronaInMaharashtra #CoronaWarriors #Maharashtra #maharashtralockdown #MaharashtraFightsCorona #mbmc #CoronaUpdatesInIndia,Mumbai,Mumbai will be the next Italy in India Mumbai COVID19 death CoronaInMaharashtra CoronaWarriors Maharashtra maharashtralockdown MaharashtraFightsCorona mbmc CoronaUpdatesInIndia,"[{'score': 0.517855, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
WhatsApp message on WHO lockdown protocol for COVID-19 in India #FakeNewsAlert #COVID19 #IndiaFightCorona @WHO @DrTedros @PMOIndia @PIBFactCheck @PIB_India @PIBMumbai @thewire_in @TheQuint @TheLallantop @TheDeshBhakt @ANI @RahulGandhi @INCIndia,2020-04-07 14:42:24+00:00,1,1,#FakeNewsAlert #COVID19 #IndiaFightCorona,Mumbai,WhatsApp message on WHO lockdown protocol for COVID 19 in India FakeNewsAlert COVID19 IndiaFightCorona India in,[],,,,,,,
Maharashtra's death rate is alarmingly high!! and the recovery rate is low. #MBMC &amp; Health officials in Maharashtra should have a discussion with Kerala Health team and follow how they are effectively treating patients there. #MaharashtraFightsCorona #Mumbai #COVID19,2020-04-07 14:41:17+00:00,0,0,#MBMC #MaharashtraFightsCorona #Mumbai #COVID19,Mumbai,Maharashtra s death rate is alarmingly high and the recovery rate is low MBMC amp Health officials in Maharashtra should have a discussion with Kerala Health team and follow how they are effectively treating patients there MaharashtraFightsCorona Mumbai COVID19,[],,,,,,,
"Central Railway is running 50 trips with 4 parcel trains between CSMT to Nagpur/Chennai/Kolkatta/Wadi for sending essential items like medical, food, etc. Here is the contact no.s to send essential commodities. Join #IndiaFightsCoronavirus #COVID19 @amazon @Flipkart @RidlrMUM",2020-04-07 14:37:59+00:00,2,12,#IndiaFightsCoronavirus #COVID19,Mumbai,Central Railway is running 50 trips with 4 parcel trains between CSMT to Nagpur Chennai Kolkatta Wadi for sending essential items like medical food etc Here is the contact no s to send essential commodities Join IndiaFightsCoronavirus COVID19,[],,,,,,,
"150 more #COVID19 positive cases reported in Maharashtra today, taking the total number of coronavirus cases in the state to 1,018: Maharashtra Health Department ",2020-04-07 14:28:27+00:00,1,3,#COVID19,Mumbai,150 more COVID19 positive cases reported in Maharashtra today taking the total number of coronavirus cases in the state to 1 018 Maharashtra Health Department,"[{'score': 0.689543, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
Some #silverlining opportunities for us as we go through the #covid19 crisis #PrabirInsights Human Capital Magazine PRABIR JHA PEOPLE ADVISORY,2020-04-07 14:08:59+00:00,2,1,#silverlining #covid19 #PrabirInsights,Mumbai,Some silverlining opportunities for us as we go through the covid19 crisis PrabirInsights Human Capital Magazine PRABIR JHA PEOPLE ADVISORY,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,1,,,
"Medics: For all that you guys do, we call it heroic! #ThanksHealthHeroes @WHO @DrTedros #COVID19 #WorldHealthDay",2020-04-07 14:03:29+00:00,1,1,#ThanksHealthHeroes #COVID19 #WorldHealthDay,Mumbai,Medics For all that you guys do we call it heroic ThanksHealthHeroes COVID19 WorldHealthDay,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
The number of #COVID19 Hospitals in western Odisha is very very less compared with Eastern Odisha.... @HFWOdisha please increase number of hospitals and beds at Western Odisha.,2020-04-07 13:41:25+00:00,0,0,#COVID19,Mumbai,The number of COVID19 Hospitals in western Odisha is very very less compared with Eastern Odisha please increase number of hospitals and beds at Western Odisha,"[{'score': 0.623773, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1,,1,,1,,
I request respected #PMModi to divert all the funds that were kept aside for #NPR and #CAA now be transferred to education budget and health budget.(make hospitals and not statues and don't waste on atithidev #covid19 #Hydroxycloroquine #Covid_19 #coronavirus #WorldHealthDay2020,2020-04-07 12:54:21+00:00,0,0,#PMModi #NPR #CAA #covid19 #Hydroxycloroquine #Covid_19 #coronavirus #WorldHealthDay2020,Mumbai,I request respected PMModi to divert all the funds that were kept aside for NPR and CAA now be transferred to education budget and health budget make hospitals and not statues and don t waste on atithidev covid19 Hydroxycloroquine Covid 19 coronavirus WorldHealthDay2020,[],,,,,,,
"HLL Lifecare Limited, a Central Government Enterprise under Ministry of Health & Family Welfare has developed rapid antibody diagnostic kit for #COVID19. ",2020-04-07 12:40:55+00:00,0,1,#COVID19,Mumbai,HLL Lifecare Limited a Central Government Enterprise under Ministry of Health Family Welfare has developed rapid antibody diagnostic kit for COVID19,"[{'score': 0.589171, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Good health and good sense are two of life’s greatest blessings. ~ Publilius Syrus Health tip for April 2020 Stay home stay safe. Happy world health day #covid19 #washinghands #socialdistancing #quarantine #preschool #kindergarten #kids #daycare #education #school,2020-04-07 12:15:30+00:00,0,0,#covid19 #washinghands #socialdistancing #quarantine #preschool #kindergarten #kids #daycare #education #school,Mumbai,Good health and good sense are two of life s greatest blessings Publilius Syrus Health tip for April 2020 Stay home stay safe Happy world health day covid19 washinghands socialdistancing quarantine preschool kindergarten kids daycare education school,"[{'score': 0.93858, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.548904, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,1,,,,,
"‘आरोग्यम् धनसंपदा - आरोग्य हीच खरी संपत्ती आहे’ #HealthIsWealth On #WorldHealthDay we salute the work of #nurses, #midwives &amp; every #healthworker by showing our appreciation for their bravery &amp; courage for being on the frontlines fighting #COVID19 #Coronavirus. ‍ ",2020-04-07 11:29:17+00:00,0,0,#HealthIsWealth #WorldHealthDay #nurses #midwives #healthworker #COVID19 #Coronavirus,Mumbai,HealthIsWealth On WorldHealthDay we salute the work of nurses midwives amp every healthworker by showing our appreciation for their bravery amp courage for being on the frontlines fighting COVID19 Coronavirus,[],,,,,,,
"‘आरोग्यम् धनसंपदा - आरोग्य हीच खरी संपत्ती आहे’ #HealthIsWealth On #WorldHealthDay we salute the work of #nurses, #midwives &amp; every #healthworker by showing our appreciation for their bravery &amp; courage for being on the frontlines fighting #COVID19 #Coronavirus. ‍ ",2020-04-07 11:29:01+00:00,0,2,#HealthIsWealth #WorldHealthDay #nurses #midwives #healthworker #COVID19 #Coronavirus,Mumbai,HealthIsWealth On WorldHealthDay we salute the work of nurses midwives amp every healthworker by showing our appreciation for their bravery amp courage for being on the frontlines fighting COVID19 Coronavirus,[],,,,,,,
"While the world is battling #Covid19 and taking all the necessary steps to contain this pandemic, a lot of medical professionals are away from their family and loved ones. This #WorldHealthDay, we thank and salute all of those battling the virus on the frontline.",2020-04-07 11:28:18+00:00,1,0,#Covid19 #WorldHealthDay,Mumbai,While the world is battling Covid19 and taking all the necessary steps to contain this pandemic a lot of medical professionals are away from their family and loved ones This WorldHealthDay we thank and salute all of those battling the virus on the frontline,"[{'score': 0.512179, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.668884, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
"On #WorldHealthDay , we want to say a huge thank you to doctors, nurses &amp; all the health workers. We are so grateful to all of you @ManishaDRatnani @DabbooRatnani #covid19 ",2020-04-07 10:53:24+00:00,9,76,#WorldHealthDay #covid19,Mumbai,On WorldHealthDay we want to say a huge thank you to doctors nurses amp all the health workers We are so grateful to all of you covid19,"[{'score': 0.897132, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.763553, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
"Well, at least we’ll learn to #Hydroxychloroquine right. #COVID19",2020-04-07 10:43:20+00:00,0,1,#Hydroxychloroquine #COVID19,Mumbai,Well at least we ll learn to Hydroxychloroquine right COVID19,"[{'score': 0.613284, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,1,,,,,
Helping to poor & needy in #Chembur by disturbing free food. Please spread the word to help those in need 9930161286 #IndiaFightsCorona #Covid19 #Mumbai @CMOMaharashtra @AUThackeray @PMOIndia @ChemburChapters @mybmc @COVIDNewsByMIB @OfficeofUT @MumbaiPolice @CPMumbaiPolice,2020-04-07 09:10:30+00:00,6,12,#Chembur #IndiaFightsCorona #Covid19 #Mumbai,Mumbai,Helping to poor needy in Chembur by disturbing free food Please spread the word to help those in need 9930161286 IndiaFightsCorona Covid19 Mumbai,[],,,,,,,
Make Your Own Mask & Dont Forget To Tag @creativeideasHQ ! Courtesy - @ForbesIndia . . . #makeyourownmask #mask #tshirtmask #forbes #forbesindia #diy #quarantinediy #quarantine #creativeideas #creativeideasstore #indiafightscorona #corona #covid19 #stayhomestaysafe #merchandise,2020-04-07 09:09:20+00:00,1,1,#makeyourownmask #mask #tshirtmask #forbes #forbesindia #diy #quarantinediy #quarantine #creativeideas #creativeideasstore #indiafightscorona #corona #covid19 #stayhomestaysafe #merchandise,Mumbai,Make Your Own Mask Dont Forget To Tag Courtesy makeyourownmask mask tshirtmask forbes forbesindia diy quarantinediy quarantine creativeideas creativeideasstore indiafightscorona corona covid19 stayhomestaysafe merchandise,"[{'score': 0.568262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
I have been tested Negative for DaVid20 (Dalgona Virus)! #COVID19,2020-04-07 09:00:40+00:00,0,3,#COVID19,Mumbai,I have been tested Negative for DaVid20 Dalgona Virus COVID19,[],,,,,,,
"#Maharashtra CM @OfficeofUT himself in Drivers seat as he drives his car to his official Residence Varsha with just one security personell in his car, No use of Car AC, Windows open &amp; wearing a mask. #SocialDistancing #maharashtrafightscorona #Coronafighters #COVID19 ",2020-04-07 08:15:43+00:00,6,29,#Maharashtra #SocialDistancing #maharashtrafightscorona #Coronafighters #COVID19,Mumbai,Maharashtra CM himself in Drivers seat as he drives his car to his official Residence Varsha with just one security personell in his car No use of Car AC Windows open amp wearing a mask SocialDistancing maharashtrafightscorona Coronafighters COVID19,[],,,,,,,
"Electric Loco Shed #Bhusaval @Central_Railway has developed an in-house, Disinfection Tunnel to fight #COVID19 in a time span of two days with view to keep employees protected who are still coming to shed even in these difficult times @ShivajiIRTS @anilkumarjain31 @PiyushGoyal",2020-04-07 08:09:50+00:00,2,10,#Bhusaval #COVID19,Mumbai,Electric Loco Shed Bhusaval Railway has developed an in house Disinfection Tunnel to fight COVID19 in a time span of two days with view to keep employees protected who are still coming to shed even in these difficult times,"[{'score': 0.572841, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
1.5 hour to go to this webinar with @Inc42 for you who are interested! #entrepreneurship #covid19 #action,2020-04-07 08:08:54+00:00,2,2,#entrepreneurship #covid19 #action,Mumbai,1 5 hour to go to this webinar with for you who are interested entrepreneurship covid19 action,"[{'score': 0.538383, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
