Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,tentative,analytical,sadness,fear,anger
Beat the heat#labourday #1stmay #salute #toall #frontlineworkers #workingfromhome #workingdayandnight #doctors #police #kanpurpolice #thanks #to #each #indiafightscorona #covid19 #stayhome #staysafe #stayhealthy… https://www.instagram.com/p/B_ojlDGJ1NJ/?igshid=1j3hb628okjv4,2020-05-01 05:34:38+00:00,0,0,#1stmay #salute #toall #frontlineworkers #workingfromhome #workingdayandnight #doctors #police #kanpurpolice #thanks #thanks #to #each #indiafightscorona #covid19 #stayhome #stayhome #staysafe #stayhealthy,Kanpur,Beat the heat labourday 1stmay salute toall frontlineworkers workingfromhome workingdayandnight doctors police kanpurpolice thanks to each indiafightscorona covid19 stayhome staysafe stayhealthy,[],,,,,,,
"Modular kitchen Tip No.27 Vertical patterns Vertical patterns, whether they are wood grains, wall tiles or the pattern on your wallpaper can make a space seem larger. #COVID19 #interiordesigner #ModularKitchen #kitchen #interiorvastu #godrej #Lucknow #UttarPradesh #India",2020-05-01 02:05:34+00:00,0,0,#COVID19 #interiordesigner #ModularKitchen #kitchen #interiorvastu #godrej #Lucknow #UttarPradesh #India,Kanpur,Modular kitchen Tip No 27 Vertical patterns Vertical patterns whether they are wood grains wall tiles or the pattern on your wallpaper can make a space seem larger COVID19 interiordesigner ModularKitchen kitchen interiorvastu godrej Lucknow UttarPradesh India,"[{'score': 0.614051, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.539235, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
"Asad Qaiser, Speaker of Pakistan National Assembly has tested positive for #COVID19 along with his son &amp; daughter. He had met Pakistan Prime Minister @ImranKhanPTI on 24th April: #Pakistani Media @fawadchaudhry @POTUS @Mdzeeshanayyub",2020-04-30 18:35:08+00:00,2,2,#COVID19 #Pakistani,Kanpur,Asad Qaiser Speaker of Pakistan National Assembly has tested positive for COVID19 along with his son amp daughter He had met Pakistan Prime Minister on 24th April Pakistani Media,"[{'score': 0.669254, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Sir please ignore jerks like these in every fanbase whether they are from any of these (Addian, salmanics, SRKians, Akkins, Aamirians or Hrithikians) these are more injurious than #COVID19 ",2020-04-30 13:28:12+00:00,0,0,#COVID19,Kanpur,Sir please ignore jerks like these in every fanbase whether they are from any of these Addian salmanics SRKians Akkins Aamirians or Hrithikians these are more injurious than COVID19,"[{'score': 0.619118, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.515711, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
Rishi Kapoor Passed Away His Best Message............ https://youtu.be/LQnMjV2QeqQ #RishiKapoor #riprishikapoor #IrrfanKhan #Hitman #COVID19,2020-04-30 06:07:08+00:00,0,0,#RishiKapoor #riprishikapoor #IrrfanKhan #Hitman #COVID19,Kanpur,Rishi Kapoor Passed Away His Best Message RishiKapoor riprishikapoor IrrfanKhan Hitman COVID19,"[{'score': 0.849783, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Better days will come. #work #entrepreneur #quarantine #stayhome #learnthefacts #coronavirus #covid19 #isolation #selfisolation #stayhealthy #dalgonacoffee #bossbabe #money #vipkid #love #mompreneur #bitcoin… https://www.instagram.com/p/B_l0SuSDVhq/?igshid=1jz8hpay67en0,2020-04-30 04:36:36+00:00,0,1,#work #entrepreneur #quarantine #stayhome #stayhome #learnthefacts #coronavirus #covid19 #isolation #selfisolation #stayhealthy #dalgonacoffee #bossbabe #money #vipkid #love #mompreneur #bitcoin #bitcoin,Kanpur,Better days will come work entrepreneur quarantine stayhome learnthefacts coronavirus covid19 isolation selfisolation stayhealthy dalgonacoffee bossbabe money vipkid love mompreneur bitcoin,"[{'score': 0.898251, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
#DepressionIsReal : Fear is developed when we stick to a particular thought longer than it deserves to be.. #wednesdaymorning #COVID19 #LifeLessons #spiritualawakening,2020-04-29 16:55:46+00:00,0,2,#DepressionIsReal #wednesdaymorning #COVID19 #LifeLessons #spiritualawakening,Kanpur,DepressionIsReal Fear is developed when we stick to a particular thought longer than it deserves to be wednesdaymorning COVID19 LifeLessons spiritualawakening,"[{'score': 0.916291, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
https://youtu.be/2tmPmpnuTNo Thank you! to all corona warriors... #coronawarriors #respectcoronawarrios #covid19 #stayhome #staysafe #coronago #fightbackcorona,2020-04-29 07:28:17+00:00,0,1,#coronawarriors #respectcoronawarrios #covid19 #stayhome #stayhome #staysafe #coronago #fightbackcorona,Kanpur,Thank you to all corona warriors coronawarriors respectcoronawarrios covid19 stayhome staysafe coronago fightbackcorona,"[{'score': 0.587188, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
Thank you #Dainik_Jagran and for featuring and helping us to spread our message of Humankind Welfare #HKW #EducationForAll #FoodForAll #COVID19 #FeedTheHunger #EmptyStomach #WeWithTheNation #Kanpur #Bulandshahar #Allahabad #Satisfaction #ServingHumanity,2020-04-29 06:45:30+00:00,2,6,#Dainik_Jagran #HKW #EducationForAll #FoodForAll #COVID19 #FeedTheHunger #EmptyStomach #WeWithTheNation #Kanpur #Bulandshahar #Allahabad #Satisfaction #ServingHumanity,Kanpur,Thank you Dainik Jagran and for featuring and helping us to spread our message of Humankind Welfare HKW EducationForAll FoodForAll COVID19 FeedTheHunger EmptyStomach WeWithTheNation Kanpur Bulandshahar Allahabad Satisfaction ServingHumanity,"[{'score': 0.667696, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Beat the heat#enhance #your #immunity #boostit #homeremedies #simpleways #mygov #indiangovernment #ayushkwath #guaranteed #indiafightscorona #covid19 #stayhome #staysafe #stayhealthy #stayconnected #staystrong… https://www.instagram.com/p/B_jUZBtJQ7X/?igshid=11oo4ep6ub8r8,2020-04-29 04:45:43+00:00,0,0,#your #immunity #boostit #homeremedies #simpleways #mygov #indiangovernment #ayushkwath #guaranteed #indiafightscorona #covid19 #stayhome #stayhome #staysafe #stayhealthy #stayconnected #staystrong,Kanpur,Beat the heat enhance your immunity boostit homeremedies simpleways mygov indiangovernment ayushkwath guaranteed indiafightscorona covid19 stayhome staysafe stayhealthy stayconnected staystrong,[],,,,,,,
#COVID19 #pandemic is onn.. #lockdown is everywhere.. *Le #Aliens :- (Earth pe) Itna sannatta kyu h bhai?? #ufo2020 #UFOs,2020-04-28 18:45:57+00:00,0,2,#COVID19 #pandemic #lockdown #Aliens #ufo2020 #UFOs,Kanpur,COVID19 pandemic is onn lockdown is everywhere Le Aliens Earth pe Itna sannatta kyu h bhai ufo2020 UFOs,[],,,,,,,
Please donate and share with family and friends who would be interested to donate and help our furry friends and other stray animals. http://m-lp.co/shaunakb #milaap #COVID19 #helpinghands #donatetofeedingindia #straydogs,2020-04-28 07:35:17+00:00,0,0,#milaap #COVID19 #helpinghands #donatetofeedingindia #straydogs,Kanpur,Please donate and share with family and friends who would be interested to donate and help our furry friends and other stray animals milaap COVID19 helpinghands donatetofeedingindia straydogs,"[{'score': 0.585558, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Beat the heat#wash #washing #clothes #duringcoronavirus #covid19 #simplesteps #easysteps #regularmethod #canuse #dettol #also #indiafightscorona #covid_19 #stayhome #staysafe #stayhealthy #stayconnected #staypositive… https://www.instagram.com/p/B_g4eNnp0PP/?igshid=yqxvhoxwiir6,2020-04-28 06:03:18+00:00,0,0,#washing #clothes #duringcoronavirus #covid19 #simplesteps #easysteps #regularmethod #canuse #dettol #also #indiafightscorona #covid_19 #stayhome #stayhome #staysafe #stayhealthy #stayconnected #staypositive,Kanpur,Beat the heat wash washing clothes duringcoronavirus covid19 simplesteps easysteps regularmethod canuse dettol also indiafightscorona covid 19 stayhome staysafe stayhealthy stayconnected staypositive,[],,,,,,,
"@dpathak0108 Due to current prevailing situation of #Covid19,workers are jobless.Thus in #servicesector #agriculturesector #Village/ #Cottage #industries #MSME, job to be created for them &amp; also bringing back to their respective homelands. A big challenge ! – at Hbti Kanpur",2020-04-27 16:50:27+00:00,0,0,#Covid19 #servicesector #agriculturesector #Village #Cottage #industries #MSME,Kanpur,Due to current prevailing situation of Covid19 workers are jobless Thus in servicesector agriculturesector Village Cottage industries MSME job to be created for them amp also bringing back to their respective homelands A big challenge at Hbti Kanpur,"[{'score': 0.561168, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Beat the heat#photooftheday #beresponsible #wearmasks #mask #wearitloveit #followrules #socialdistancing #indiafightscorona #covid19 #stayhome #staysafe #stayhealthy #staystrong #staypositive #stayconnected… https://www.instagram.com/p/B_eTaynJt7l/?igshid=10yjnum7uo5zf,2020-04-27 06:01:02+00:00,0,0,#beresponsible #wearmasks #mask #wearitloveit #followrules #socialdistancing #indiafightscorona #covid19 #stayhome #stayhome #staysafe #stayhealthy #staystrong #staypositive #stayconnected,Kanpur,Beat the heat photooftheday beresponsible wearmasks mask wearitloveit followrules socialdistancing indiafightscorona covid19 stayhome staysafe stayhealthy staystrong staypositive stayconnected,[],,,,,,,
"Sundays Thankyou everyone for the support! . . . . #thoughts #blogger #boggerstyle #eveningvibes #restday #covid19 #corona #staybelaa #trainyourneurons #staysafe #stayhome @Kanpur, Uttar Pradesh https://www.instagram.com/p/B_cxjIupKP5/?igshid=u1oeao6cwtrj",2020-04-26 15:45:50+00:00,0,1,#thoughts #blogger #boggerstyle #eveningvibes #restday #covid19 #corona #staybelaa #trainyourneurons #staysafe #stayhome #stayhome,Kanpur,Sundays Thankyou everyone for the support thoughts blogger boggerstyle eveningvibes restday covid19 corona staybelaa trainyourneurons staysafe stayhome Uttar Pradesh,"[{'score': 0.905733, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Stay at Home stay safe #MuskurayegaIndia #COVID19 ,2020-04-24 03:29:03+00:00,0,4,#MuskurayegaIndia #COVID19,Kanpur,Stay at Home stay safe MuskurayegaIndia COVID19,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
“Haath Dho Kay” campaign helps spread the awareness of washing hands to fight COVID-19. #Haathdhokay #Plumberbathware #covid19 #covid19campaign #Plumberbathwarecampaign #fightwithcorona #coronavirus #washhands #handwash #WashYourHands @1Soulworker @jaymendiratta,2020-04-22 14:20:24+00:00,1,9,#Haathdhokay #Plumberbathware #covid19 #covid19campaign #Plumberbathwarecampaign #fightwithcorona #coronavirus #washhands #handwash #WashYourHands #WashYourHands,Kanpur,Haath Dho Kay campaign helps spread the awareness of washing hands to fight COVID 19 Haathdhokay Plumberbathware covid19 covid19campaign Plumberbathwarecampaign fightwithcorona coronavirus washhands handwash WashYourHands,[],,,,,,,
For Your Information : A Telephonic Survey on #COVID19 is being undertaken where you shall receive calls on your mobile from 1921 number. Please participate in this survey with your information. Thank you! #SwasthaBharat #IndiaFightsCorona,2020-04-22 10:54:44+00:00,0,0,#COVID19 #SwasthaBharat #IndiaFightsCorona,Kanpur,For Your Information A Telephonic Survey on COVID19 is being undertaken where you shall receive calls on your mobile from 1921 number Please participate in this survey with your information Thank you SwasthaBharat IndiaFightsCorona,"[{'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"#Lockdown #myfirstpoetry #COVID19 . I request from the actors to help me to spread this message far enough, by retweeting it or saying my poetry in their style @SrBachchan @iamsrk @TheRock @JohnCena @ayushmannk @TheAaryanKartik @RanveerOfficial @iHrithik @ajaydevgn @aliaa08",2020-04-22 08:47:35+00:00,0,1,#Lockdown #myfirstpoetry #COVID19,Kanpur,Lockdown myfirstpoetry COVID19 I request from the actors to help me to spread this message far enough by retweeting it or saying my poetry in their style,[],,,,,,,
"That’s the Indian power.Salute dear Doctor India doctor in US, Dr Uma Madhusudan, has treated around 200 #Covid19 patients. Here's how her relative, police and the patients themselves thanked her. @yadavakhilesh @dimpleyadav @juhiesingh @ronaktandon @ajitanjum",2020-04-22 05:20:48+00:00,0,3,#Covid19,Kanpur,That s the Indian power Salute dear Doctor India doctor in US Dr Uma Madhusudan has treated around 200 Covid19 patients Here s how her relative police and the patients themselves thanked her,[],,,,,,,
Continuously waiting for Vaccine of COVID-19 #covid19 #wuhan virus – at Kanpur,2020-04-20 18:19:05+00:00,0,1,#covid19 #wuhan,Kanpur,Continuously waiting for Vaccine of COVID 19 covid19 wuhan virus at Kanpur,[],,,,,,,
#COVID19 Mortality rate of covid 19 is minimal in comparison to its ancestors virus pneumonic plague and spanish flu This situation reminds me of a dialogue from the famous movie gangs of wasseypur 2 Amit Saxena Watch this ,2020-04-20 18:05:19+00:00,0,0,#COVID19,Kanpur,COVID19 Mortality rate of covid 19 is minimal in comparison to its ancestors virus pneumonic plague and spanish flu This situation reminds me of a dialogue from the famous movie gangs of wasseypur 2 Amit Saxena Watch this,[],,,,,,,
#Covid19 in the world people is tensioned #be safe or alerts to all @Krishna Institute of Technology Kanpur https://www.instagram.com/p/B_KY526pyZM/?igshid=dmm4po2ezvr6,2020-04-19 12:24:09+00:00,0,0,#Covid19,Kanpur,Covid19 in the world people is tensioned be safe or alerts to all Institute of Technology Kanpur,[],,,,,,,
This is very serious and polluting Indian government image. @PMOIndia @narendramodi @AmitShah #COVID #CoronavirusOutbreakindia #COVID19 https://youtu.be/x8Psit-wr_U,2020-04-19 12:16:39+00:00,0,0,#COVID #CoronavirusOutbreakindia #COVID19,Kanpur,This is very serious and polluting Indian government image COVID CoronavirusOutbreakindia COVID19,"[{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
TakeCare-Keep your social distance. #StayHome #StaySafe #COVID19 #CoronavirusLockdown #Volkswagen #VolkswagenIndia,2020-04-18 19:14:39+00:00,0,2,#StayHome #StayHome #StaySafe #COVID19 #CoronavirusLockdown #Volkswagen #VolkswagenIndia,Kanpur,TakeCare Keep your social distance StayHome StaySafe COVID19 CoronavirusLockdown Volkswagen VolkswagenIndia,[],,,,,,,
Your safety is in your hands. #StayHome #StaySafe . #covid19 #CoronavirusLockdown #WeNotMe #Volkswagen #Volkswagenindia,2020-04-17 20:32:47+00:00,0,3,#StayHome #StayHome #StaySafe #covid19 #CoronavirusLockdown #WeNotMe #Volkswagen #Volkswagenindia,Kanpur,Your safety is in your hands StayHome StaySafe covid19 CoronavirusLockdown WeNotMe Volkswagen Volkswagenindia,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Beat the heat#indiafightscorona #covid19 #indiaagainstcorona #epidemic #socialdistancing #howtomake #mask #athome #simplesteps #handkerchief #pocketsquare #squarefabric #easytodo #protection #necessary… https://www.instagram.com/p/B_EmhHgJ3yh/?igshid=1isl04hvziuoh,2020-04-17 06:27:40+00:00,0,0,#covid19 #indiaagainstcorona #epidemic #socialdistancing #howtomake #mask #athome #simplesteps #handkerchief #pocketsquare #squarefabric #easytodo #protection #necessary,Kanpur,Beat the heat indiafightscorona covid19 indiaagainstcorona epidemic socialdistancing howtomake mask athome simplesteps handkerchief pocketsquare squarefabric easytodo protection necessary,"[{'score': 0.58477, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.515576, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,1.0,,
"Nice Job, Keep Helping Others #kanpurfightscorona #covid19",2020-04-17 04:48:44+00:00,0,0,#kanpurfightscorona #covid19,Kanpur,Nice Job Keep Helping Others kanpurfightscorona covid19,"[{'score': 0.885829, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#IndiaFightsCorona: Here are the revised guidelines of the Home Ministry on #Lockdown due to #COVID2019india #COVID19 #BandraStation #Bandra #4YearsOfFAN #UttarPradesh,2020-04-15 05:09:45+00:00,0,2,#IndiaFightsCorona #Lockdown #COVID2019india #COVID19 #BandraStation #Bandra #4YearsOfFAN #UttarPradesh,Kanpur,IndiaFightsCorona Here are the revised guidelines of the Home Ministry on Lockdown due to COVID2019india COVID19 BandraStation Bandra 4YearsOfFAN UttarPradesh,"[{'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"#AssamCares model to contain #COVID19 is amazing! Dr @himantabiswa received Kota students at Sarusajai quarantine site, held VCs with Union Mins to streamline transport &amp; education besides reviews with DC and other officials. Footprints of Hon Minister from April 25 to May 1.",2020-05-02 13:42:31+00:00,9,24,#AssamCares #COVID19,Jaipur,AssamCares model to contain COVID19 is amazing Dr received Kota students at Sarusajai quarantine site held VCs with Union Mins to streamline transport amp education besides reviews with DC and other officials Footprints of Hon Minister from April 25 to May 1,"[{'score': 0.764516, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
West Bengal is the only state where Inter-Ministerial Central Team faced problems in carrying out their work.When entire country is fighting against #COVID19. - West Bengal Governor Jagdeep Dhankhar @jdhankhar1,2020-05-02 05:30:18+00:00,0,1,#COVID19,Jaipur,West Bengal is the only state where Inter Ministerial Central Team faced problems in carrying out their work When entire country is fighting against COVID19 West Bengal Governor Jagdeep Dhankhar,"[{'score': 0.681511, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
