Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,anger,sadness,joy,fear,tentative,confident
These are 7 simple steps to protect yourself and others from #COVID19 #coronavirus #StayHome #StaySafe #StayHealthy #stayupdated #IndiaFightsCorona #WarAgainstVirus #StayHomeIndia #StayAtHome #StayAtHomeSaveLives @INCMaharashtra @IYCMaha @bb_thorat .,2020-04-07 15:10:55+00:00,0,1,#COVID19 #coronavirus #StayHome #StayHome #StaySafe #StayHealthy #stayupdated #IndiaFightsCorona #WarAgainstVirus #StayHomeIndia #StayAtHome #StayAtHome #StayAtHomeSaveLives #StayAtHomeSaveLives,Pune,These are 7 simple steps to protect yourself and others from COVID19 coronavirus StayHome StaySafe StayHealthy stayupdated IndiaFightsCorona WarAgainstVirus StayHomeIndia StayAtHome StayAtHomeSaveLives thorat,"[{'score': 0.77119, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"For a surprise @Swamy39 suggested stop spending on new parliament construction work for 2 years , allocate same for #COVID19 and #SoniaGandhi writes same to #PMOfIndia .!!! Good . desh badal raha hai.. Is it #Ramayan effect ! #IndiaFightsCorona",2020-04-07 15:09:38+00:00,1,2,#COVID19 #SoniaGandhi #PMOfIndia #Ramayan #IndiaFightsCorona,Pune,For a surprise suggested stop spending on new parliament construction work for 2 years allocate same for COVID19 and SoniaGandhi writes same to PMOfIndia Good desh badal raha hai Is it Ramayan effect IndiaFightsCorona,"[{'score': 0.720478, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"@RailMinIndia @RailwaySeva @PiyushGoyal @sureshpprabhu The quick adaptation, mobilization &amp; concrete contribution to repurpose train cars as isolation units for #COVID19 patients is worthy of a @HarvardHBS, every MBA school case study 4 #BusinessContinuity &amp; resource management",2020-04-07 14:47:30+00:00,0,0,#COVID19 #BusinessContinuity,Pune,The quick adaptation mobilization amp concrete contribution to repurpose train cars as isolation units for COVID19 patients is worthy of a every MBA school case study 4 BusinessContinuity amp resource management,[],,,,,,,
I think with this #COVID19 related lockdown I have secretly started enjoy washing the dishes. Time to add dish washing to my skills I guess. ,2020-04-07 14:46:40+00:00,0,3,#COVID19,Pune,I think with this COVID19 related lockdown I have secretly started enjoy washing the dishes Time to add dish washing to my skills I guess,"[{'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
If you have a vaccine for #covid19 then we can not talk about #coronavirus henceforth.,2020-04-07 13:42:40+00:00,0,0,#covid19 #coronavirus,Pune,If you have a vaccine for covid19 then we can not talk about coronavirus henceforth,"[{'score': 0.910117, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"On World Heath Day, we would like to show our gratitude to all the doctors, nurses and healthcare workers around the world who are on the frontline battling the #covid19 pandemic. Thank You! #WorldHealthDay2020 #WorldHealthDay #StayHome #WorldHealthOrganization #StaySafe",2020-04-07 12:55:57+00:00,1,3,#covid19 #WorldHealthDay2020 #WorldHealthDay #StayHome #StayHome #WorldHealthOrganization #StaySafe,Pune,On World Heath Day we would like to show our gratitude to all the doctors nurses and healthcare workers around the world who are on the frontline battling the covid19 pandemic Thank You WorldHealthDay2020 WorldHealthDay StayHome WorldHealthOrganization StaySafe,"[{'score': 0.878323, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
@moduleinno featured in @TOIIndiaNews for developing #covid19 rapid test. Hoping to test and launch soon @BIRAC_2012 @venture_center @ICMRDELHI @IndiaDST @CCAMP_Bangalore @nesta_uk @CARB_X @PMOIndia @RenuSwarup,2020-04-07 09:41:23+00:00,15,25,#covid19,Pune,featured in for developing covid19 rapid test Hoping to test and launch soon 2012 center Bangalore uk X,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
Ladies & Gentlemen Presenting “Live Quarantine Interview Sessions” With me on my Instagram @anchorkashyatabhatia at 7pm today !! A small initiative from me & my artist friends to spread awareness & positivity to tackle #COVID19 #coronavirusoutbreak .,2020-04-07 08:37:50+00:00,0,0,#COVID19 #coronavirusoutbreak,Pune,Ladies Gentlemen Presenting Live Quarantine Interview Sessions With me on my Instagram at 7pm today A small initiative from me my artist friends to spread awareness positivity to tackle COVID19 coronavirusoutbreak,"[{'score': 0.875871, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"True,But they are front runner round the clock,whole year and that too from years. Why limiting to #COVID19 .",2020-04-07 07:06:20+00:00,0,0,#COVID19,Pune,True But they are front runner round the clock whole year and that too from years Why limiting to COVID19,[],,,,,,,
#COVID19 Correct Swamyji! Bang on topic!,2020-04-06 18:14:37+00:00,0,0,#COVID19,Pune,COVID19 Correct Swamyji Bang on topic,"[{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,,1.0
"PMC commissioner Shekhar Gaikwad on #CoronaUpdates for #pune. One of the most promising parts of the interview is, ""Pune has capacity to treat 25000 #covid19 patients as of today"". Don't panic , let's fight #punekars #PuneFightsCorona",2020-04-06 16:48:34+00:00,2,7,#CoronaUpdates #pune #covid19 #punekars #PuneFightsCorona,Pune,PMC commissioner Shekhar Gaikwad on CoronaUpdates for pune One of the most promising parts of the interview is Pune has capacity to treat 25000 covid19 patients as of today Don t panic let s fight punekars PuneFightsCorona,"[{'score': 0.699686, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,1.0,,
"I want to brag about my company and the #BackupExec T.E.A.M and how this team has delivered this mammoth release during #COVID19. So proud to work for a technology-enabled organisation ensuring that no matter what, its business as usual!",2020-04-06 14:57:07+00:00,0,1,#BackupExec #COVID19,Pune,I want to brag about my company and the BackupExec T E A M and how this team has delivered this mammoth release during COVID19 So proud to work for a technology enabled organisation ensuring that no matter what its business as usual,"[{'score': 0.503529, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"I have develop one app #MakeInINDIA Who will support me #COVID19 #Corona App Release Please Download, Share link with your Friends App Link :- https://bit.ly/33WHA9V Or https://drive.google.com/file/d/1kc6qcK7MQmAo_ZlQJFMcmd73Xh-4T6HF/view?usp=sharing_eil&amp;ts=5e7f3d5f",2020-04-06 14:09:31+00:00,0,0,#MakeInINDIA #COVID19 #Corona,Pune,I have develop one app MakeInINDIA Who will support me COVID19 Corona App Release Please Download Share link with your Friends App Link Or,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"I have also develop one app #MakeInINDIA Who will support me #COVID19 #Corona App Release Please Download, Share link with your Friends App Link :- https://bit.ly/33WHA9V Or https://drive.google.com/file/d/1kc6qcK7MQmAo_ZlQJFMcmd73Xh-4T6HF/view?usp=sharing_eil&amp;ts=5e7f3d5f",2020-04-06 14:08:03+00:00,0,0,#MakeInINDIA #COVID19 #Corona,Pune,I have also develop one app MakeInINDIA Who will support me COVID19 Corona App Release Please Download Share link with your Friends App Link Or,"[{'score': 0.6731, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"I have also develop one app #MakeInINDIA Who will support me #COVID19 #Corona App Release Please Download, Share link with your Friends App Link :- https://bit.ly/33WHA9V Or https://drive.google.com/file/d/1kc6qcK7MQmAo_ZlQJFMcmd73Xh-4T6HF/view?usp=sharing_eil&amp;ts=5e7f3d5f",2020-04-06 14:07:43+00:00,0,0,#MakeInINDIA #COVID19 #Corona,Pune,I have also develop one app MakeInINDIA Who will support me COVID19 Corona App Release Please Download Share link with your Friends App Link Or,"[{'score': 0.6731, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"I have also develop one app #MakeInINDIA Who will support me #COVID19 #Corona App Release Please Download, Share link with your Friends App Link :- https://bit.ly/33WHA9V Or https://drive.google.com/file/d/1kc6qcK7MQmAo_ZlQJFMcmd73Xh-4T6HF/view?usp=sharing_eil&amp;ts=5e7f3d5f",2020-04-06 14:07:22+00:00,0,1,#MakeInINDIA #COVID19 #Corona,Pune,I have also develop one app MakeInINDIA Who will support me COVID19 Corona App Release Please Download Share link with your Friends App Link Or,"[{'score': 0.6731, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"While we #StayAtHome in #lockdown due2 #COVID19, let's keep ourself fit with the #FitnessChallenge. Post ANY of your Fitness photo/clip &amp; #tag friends. Here's my Yoga pose #bakasana @narendramodi @KirenRijiju @Tejasvi_Surya @nadiacomaneci10 @Pvsindhu1 @rogerfederer @ShefVaidya",2020-04-06 10:27:51+00:00,1,8,#StayAtHome #StayAtHome #lockdown #COVID19 #FitnessChallenge #tag #bakasana,Pune,While we StayAtHome in lockdown due2 COVID19 let s keep ourself fit with the FitnessChallenge Post ANY of your Fitness photo clip amp tag friends Here s my Yoga pose bakasana Surya,"[{'score': 0.832316, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"One thing the #COVID19 will wipe out is the notion of countries being 'Developed' or 'Developing' or 'Under developed'. It's time to call countries 'Prepared', 'Equipped' or 'Vulnerable'. @ShashiTharoor @narendramodi @anandmahindra @kiranshaw @PritishNandy",2020-04-06 08:30:51+00:00,0,0,#COVID19,Pune,One thing the COVID19 will wipe out is the notion of countries being Developed or Developing or Under developed It s time to call countries Prepared Equipped or Vulnerable,"[{'score': 0.833824, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
"We are learning much about the Invisible Enemy. It is tough and smart, but we are tougher and smarter! #lockdowneffect #coronavirus #COVID19 #StayAtHomeSaveLives #StaySafe #Saurav_Singh_01",2020-04-06 07:40:02+00:00,0,1,#lockdowneffect #coronavirus #COVID19 #StayAtHomeSaveLives #StayAtHomeSaveLives #StaySafe #Saurav_Singh_01,Pune,We are learning much about the Invisible Enemy It is tough and smart but we are tougher and smarter lockdowneffect coronavirus COVID19 StayAtHomeSaveLives StaySafe Saurav Singh 01,[],,,,,,,
Thank you @ArthanCareers and @idr_online for sharing this! #COVID19 @lfe_ed @cisco_in @CSF_India @EdelGive,2020-04-06 07:39:51+00:00,2,5,#COVID19,Pune,Thank you and online for sharing this COVID19 ed in India,"[{'score': 0.637946, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
This old couple need your help. https://youtu.be/87DkJEtElOU @CMOMaharashtra @AUThackeray @ShivSena #coronavirus #covid19 #oldcoupleinneed,2020-04-06 06:40:55+00:00,0,0,#coronavirus #covid19 #oldcoupleinneed,Pune,This old couple need your help coronavirus covid19 oldcoupleinneed,[],,,,,,,
#SamitabhzCanvas #97 #9pm9minutes from yesterday! Lights!!! #samitabhz #canvas #illustration #photography #motivation #inspiration #storytelling #everyday #light #removes #darkness #gives #hope #joy #happiness #for #all #forall #india #fights #covid19 #solidarity #positivity,2020-04-06 04:53:46+00:00,0,0,#SamitabhzCanvas #9pm9minutes #samitabhz #canvas #illustration #photography #motivation #inspiration #storytelling #everyday #light #removes #darkness #gives #hope #joy #happiness #for #all #forall #india #fights #covid19 #solidarity #positivity,Pune,SamitabhzCanvas 97 9pm9minutes from yesterday Lights samitabhz canvas illustration photography motivation inspiration storytelling everyday light removes darkness gives hope joy happiness for all forall india fights covid19 solidarity positivity,"[{'score': 0.960065, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727113, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
This is novel #Zoo #Tiger #COVID19 +VE ,2020-04-06 03:14:05+00:00,0,0,#Zoo #Tiger #COVID19,Pune,This is novel Zoo Tiger COVID19 VE,[],,,,,,,
Let each day be this lit ! #9pm9minutes #breakthechain #covid19 #SocialDistanacing #distantbutconnected,2020-04-05 17:50:04+00:00,0,3,#9pm9minutes #breakthechain #covid19 #SocialDistanacing #distantbutconnected,Pune,Let each day be this lit 9pm9minutes breakthechain covid19 SocialDistanacing distantbutconnected,[],,,,,,,
"Hope is being able to see that there is light despite all of the darkness : : : : #9baje9minute #lights #corona #covid19 #gocorona #stayhome #quarantine #pune #shotoniphone #india @Pune, Maharashtra https://www.instagram.com/p/B-m0e5lpg66/?igshid=1roa7f5na8b2y",2020-04-05 16:56:35+00:00,1,1,#9baje9minute #lights #corona #covid19 #gocorona #stayhome #stayhome #quarantine #pune #shotoniphone #india,Pune,Hope is being able to see that there is light despite all of the darkness 9baje9minute lights corona covid19 gocorona stayhome quarantine pune shotoniphone india Maharashtra,[],,,,,,,
In support of my Nation #lockdown #covid19 #tounity #togetherness #tous #tothedoctors #police #9baje9minute #india @Pune City https://www.instagram.com/p/B-myDG2Dhdm/?igshid=ziw13oxdz7gu,2020-04-05 16:31:13+00:00,0,0,#lockdown #covid19 #tounity #togetherness #tous #tothedoctors #police #9baje9minute #india,Pune,In support of my Nation lockdown covid19 tounity togetherness tous tothedoctors police 9baje9minute india City,[],,,,,,,
 #9baje9minute Remember. #indiafightcorona @inm #covid19 @narendramodi @PMOIndia @OfficeofUT @akshaykumar @AnupamPKher,2020-04-05 16:28:33+00:00,0,0,#9baje9minute #indiafightcorona #covid19,Pune,9baje9minute Remember indiafightcorona covid19,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
@XiaomiIndia @RedmiIndia @manukumarjain #COVID19 #RedmiK20Pro Stay Safe Stay at Home,2020-04-05 15:58:01+00:00,0,0,#COVID19 #RedmiK20Pro,Pune,COVID19 RedmiK20Pro Stay Safe Stay at Home,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Let's light a lamp for unity & stand for India, it's all about togetherness! #9PM9minute #PMOfIndia #9pm #9pmdiwali #COVID19 #Indians @narendramodi @RNTata2000",2020-04-05 15:56:17+00:00,0,0,#9PM9minute #PMOfIndia #9pm #9pmdiwali #COVID19 #Indians,Pune,Let s light a lamp for unity stand for India it s all about togetherness 9PM9minute PMOfIndia 9pm 9pmdiwali COVID19 Indians,[],,,,,,,
India fights #COVID19 #IndiaFightsCorona #9baje9mintues,2020-04-05 15:56:13+00:00,0,9,#COVID19 #IndiaFightsCorona #9baje9mintues,Pune,India fights COVID19 IndiaFightsCorona 9baje9mintues,[],,,,,,,
the moral boosting that is good for #lockdown #india #covid19 #9pm9mins @narendramodi thanks for the unity program. Let’s get back to new normal and wish next action item would be for prevention starting with more dedicated testing areas and #masksforall,2020-04-05 15:41:07+00:00,0,1,#lockdown #india #covid19 #9pm9mins #masksforall,Pune,the moral boosting that is good for lockdown india covid19 9pm9mins thanks for the unity program Let s get back to new normal and wish next action item would be for prevention starting with more dedicated testing areas and masksforall,"[{'score': 0.532345, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
The pollution is clearing the air so rapidly that today morning I saw Saturn and Pluto clearly without using binoculars #COVID19,2020-04-05 11:19:40+00:00,0,0,#COVID19,Pune,The pollution is clearing the air so rapidly that today morning I saw Saturn and Pluto clearly without using binoculars COVID19,[],,,,,,,
We need to #stop making this statement. The biggest challenge is in hand right now and that #challenge is how we stop the #community transfer of #COVID19 Once it's in control then we can see on the other challenges @ArunSFan @PMOIndia @INCIndia @htTweets,2020-04-05 10:59:36+00:00,0,0,#stop #challenge #community #COVID19,Pune,We need to stop making this statement The biggest challenge is in hand right now and that challenge is how we stop the community transfer of COVID19 Once it s in control then we can see on the other challenges,[],,,,,,,
"Tagging healthcare woman Dr. Aarti Deshmukh @DrAarti, salute to your great work. #GoldenWomenContest Tagging friends @vidhishah @taniya151 @Ritujainhere @APohnerkar @rehanak55 #Women #Coronavirus #Covid19 #Heroes #Diamond #Gold #Jewellery #Pune @sangeetagold",2020-04-05 10:08:45+00:00,1,5,#GoldenWomenContest #Women #Coronavirus #Covid19 #Heroes #Diamond #Gold #Jewellery #Pune,Pune,Tagging healthcare woman Dr Aarti Deshmukh salute to your great work GoldenWomenContest Tagging friends Women Coronavirus Covid19 Heroes Diamond Gold Jewellery Pune,"[{'score': 0.71598, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
