Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,confident,joy,anger,tentative,sadness,fear
110 new #COVID19 positive cases have been reported in Rajasthan today taking the total number of positive cases to 3427. 6 deaths have been reported today; death toll stand at 99 ,2020-05-07 16:01:57+00:00,0,10,#COVID19,Bangalore,110 new COVID19 positive cases have been reported in Rajasthan today taking the total number of positive cases to 3427 6 deaths have been reported today death toll stand at 99,"[{'score': 0.790402, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
110 new #COVID19 positive cases have been reported in Rajasthan today taking the total number of positive cases to 3427. 6 deaths have been reported today; death toll stand at 99 ,2020-05-07 15:57:35+00:00,2,8,#COVID19,Bangalore,110 new COVID19 positive cases have been reported in Rajasthan today taking the total number of positive cases to 3427 6 deaths have been reported today death toll stand at 99,"[{'score': 0.790402, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Govt of Karnataka has written to Jharkhand, Odisha, Bihar, Madhya Pradesh, Uttar Pradesh, Manipur, Tripura, West Bengal and Rajasthan Governments seeking their consent to operate trains to their states from 8 to 15 May for transportation of people stranded in Karnataka. #COVID19 ",2020-05-07 15:48:54+00:00,0,4,#COVID19,Bangalore,Govt of Karnataka has written to Jharkhand Odisha Bihar Madhya Pradesh Uttar Pradesh Manipur Tripura West Bengal and Rajasthan Governments seeking their consent to operate trains to their states from 8 to 15 May for transportation of people stranded in Karnataka COVID19,[],,,,,,,
"1,362 #COVID19 cases reported in Maharashtra today, the total number of cases in the state is now at 18,120: State Health Minister Rajesh Tope ",2020-05-07 15:43:01+00:00,2,16,#COVID19,Bangalore,1 362 COVID19 cases reported in Maharashtra today the total number of cases in the state is now at 18 120 State Health Minister Rajesh Tope,[],,,,,,,
"1,362 #COVID19 cases reported in Maharashtra today, the total number of cases in the state is now at 18,120: State Health Minister Rajesh Tope ",2020-05-07 15:40:05+00:00,0,6,#COVID19,Bangalore,1 362 COVID19 cases reported in Maharashtra today the total number of cases in the state is now at 18 120 State Health Minister Rajesh Tope,[],,,,,,,
The next @ISNeducation Webinar will be in the Spanish Language Topic: Challenges of treating #Covid19 in NYC Speaker: @xaviervel Moderator: @acssjr 13th May 2020 at 10.00 EDT/ 16.00 CEST Register here https://register.gotowebinar.com/register/4566728494202251531?source=social+media,2020-05-07 15:35:48+00:00,7,11,#Covid19,Bangalore,The next Webinar will be in the Spanish Language Topic Challenges of treating Covid19 in NYC Speaker Moderator 13th May 2020 at 10 00 EDT 16 00 CEST Register here,[],,,,,,,
"1,362 #COVID19 cases reported in Maharashtra today, the total number of cases in the state is now at 18,120: State Health Minister Rajesh Tope ",2020-05-07 15:31:32+00:00,2,17,#COVID19,Bangalore,1 362 COVID19 cases reported in Maharashtra today the total number of cases in the state is now at 18 120 State Health Minister Rajesh Tope,[],,,,,,,
"1,362 #COVID19 cases reported in Maharashtra today, the total number of cases in the state is now at 18,120: State Health Minister Rajesh Tope ",2020-05-07 15:19:18+00:00,0,5,#COVID19,Bangalore,1 362 COVID19 cases reported in Maharashtra today the total number of cases in the state is now at 18 120 State Health Minister Rajesh Tope,[],,,,,,,
This is Insane. What is wrong with these people. #COVID19 #KoyambedMarket,2020-05-07 15:06:14+00:00,0,0,#COVID19 #KoyambedMarket,Bangalore,This is Insane What is wrong with these people COVID19 KoyambedMarket,[],,,,,,,
"1,362 #COVID19 cases reported in Maharashtra today, the total number of cases in the state is now at 18,120: State Health Minister Rajesh Tope ",2020-05-07 15:03:39+00:00,2,6,#COVID19,Bangalore,1 362 COVID19 cases reported in Maharashtra today the total number of cases in the state is now at 18 120 State Health Minister Rajesh Tope,[],,,,,,,
"1,362 #COVID19 cases reported in Maharashtra today, the total number of cases in the state is now at 18,120: State Health Minister Rajesh Tope ",2020-05-07 14:51:49+00:00,1,9,#COVID19,Bangalore,1 362 COVID19 cases reported in Maharashtra today the total number of cases in the state is now at 18 120 State Health Minister Rajesh Tope,[],,,,,,,
"1,362 #COVID19 cases reported in Maharashtra today, the total number of cases in the state is now at 18,120: State Health Minister Rajesh Tope ",2020-05-07 14:50:46+00:00,0,4,#COVID19,Bangalore,1 362 COVID19 cases reported in Maharashtra today the total number of cases in the state is now at 18 120 State Health Minister Rajesh Tope,[],,,,,,,
"50 new #COVID19 positive cases have been reported in Dharavi today, taking the total number of positive cases to 783 in the area. No new death has been reported today, death toll remains 21: ",2020-05-07 14:35:16+00:00,0,4,#COVID19,Bangalore,50 new COVID19 positive cases have been reported in Dharavi today taking the total number of positive cases to 783 in the area No new death has been reported today death toll remains 21,"[{'score': 0.761136, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
This pain and love melts the heart of millions @PMOIndia @NitishKumar @AmitShah @republic @indiatvnews @BJP4India #stayathome #staysafe #coronaImpact #CoronaVirus #covid19 #Indiaunited #lockdown2020 #dailywagers #labours #poverty #10thboards #solidaritypledge #biharcmo,2020-05-07 14:10:26+00:00,0,1,#stayathome #stayathome #staysafe #coronaImpact #CoronaVirus #covid19 #Indiaunited #lockdown2020 #dailywagers #labours #poverty #10thboards #solidaritypledge #biharcmo,Bangalore,This pain and love melts the heart of millions stayathome staysafe coronaImpact CoronaVirus covid19 Indiaunited lockdown2020 dailywagers labours poverty 10thboards solidaritypledge biharcmo,"[{'score': 0.751883, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"#SilambarasanTR had a telephonic conversation with Anandan (Fan Club President, Cuddalore) infected with #COVID19 enquiring about his health condition, wishing him a speedy recovery. #Simbu ",2020-05-07 13:00:35+00:00,1,2,#SilambarasanTR #COVID19 #Simbu,Bangalore,SilambarasanTR had a telephonic conversation with Anandan Fan Club President Cuddalore infected with COVID19 enquiring about his health condition wishing him a speedy recovery Simbu,"[{'score': 0.594616, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Arming Frontline Warriors..... Today, KIOCL handed over PPE Kits to frontline warriors of #CISF in the war against #COVID19 at Mangaluru. @dpradhanbjp @fskulaste @SteelMinIndia",2020-05-07 12:53:36+00:00,20,32,#CISF #COVID19,Bangalore,Arming Frontline Warriors Today KIOCL handed over PPE Kits to frontline warriors of CISF in the war against COVID19 at Mangaluru,[],,,,,,,
Hope all is well Sir. Please look after the #COVID19 situation in Maha and WestBengal. These two states can really create a havoc in our country.,2020-05-07 12:49:04+00:00,0,0,#COVID19,Bangalore,Hope all is well Sir Please look after the COVID19 situation in Maha and WestBengal These two states can really create a havoc in our country,"[{'score': 0.626664, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
If hospitals won't take in people with #COVID19 symptoms then who will? It's each one for themselves now... ,2020-05-07 12:39:28+00:00,0,1,#COVID19,Bangalore,If hospitals won t take in people with COVID19 symptoms then who will It s each one for themselves now,"[{'score': 0.639217, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"Respected sir @narendramodi I live in Bangalore and as am concerned it doesn't look like that Bangalore is in lockedown. People are freely moving, many shops are open which can be dangerous cause of #COVID19. Sir, it's a request please take some action. Thankyou ",2020-05-07 12:37:58+00:00,0,0,#COVID19,Bangalore,Respected sir I live in Bangalore and as am concerned it doesn t look like that Bangalore is in lockedown People are freely moving many shops are open which can be dangerous cause of COVID19 Sir it s a request please take some action Thankyou,[],,,,,,,
*karnataka government decides to restart trains for migrant workers* Le @Tejasvi_Surya : ab ham kare to kare kya.. Bole to bole kya #MigrantLivesMatter #COVID19,2020-05-07 11:15:57+00:00,1,2,#MigrantLivesMatter #COVID19,Bangalore,karnataka government decides to restart trains for migrant workers Le Surya ab ham kare to kare kya Bole to bole kya MigrantLivesMatter COVID19,"[{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Heart breaking scenario of deaths . Life of people at stake as losseends breaking down like a #hell on #humanlife.Extremely heartening to see terror, horror and the extent of fatalities . #testingtimes #VizagGasLeakage #COVID19 #IndiaFightsCoronavirus",2020-05-07 10:18:26+00:00,0,2,#hell #humanlife #testingtimes #VizagGasLeakage #COVID19 #IndiaFightsCoronavirus,Bangalore,Heart breaking scenario of deaths Life of people at stake as losseends breaking down like a hell on humanlife Extremely heartening to see terror horror and the extent of fatalities testingtimes VizagGasLeakage COVID19 IndiaFightsCoronavirus,"[{'score': 0.640939, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
This is the best #Covid19 helpline handle on Twitter. Swift response. ,2020-05-07 09:18:49+00:00,0,0,#Covid19,Bangalore,This is the best Covid19 helpline handle on Twitter Swift response,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Are they also in the que to buy liquor? #coronavirusinindia #COVID19 #Corona #COVID #CoronaUpdatesInIndia #SocialDistancing #Social_Distancing #LiquorShops #liquor #LiquorShopsOpen #Liquorshop,2020-05-07 09:13:33+00:00,0,0,#coronavirusinindia #COVID19 #Corona #COVID #CoronaUpdatesInIndia #SocialDistancing #Social_Distancing #LiquorShops #liquor #LiquorShopsOpen #Liquorshop,Bangalore,Are they also in the que to buy liquor coronavirusinindia COVID19 Corona COVID CoronaUpdatesInIndia SocialDistancing Social Distancing LiquorShops liquor LiquorShopsOpen Liquorshop,[],,,,,,,
"""Coronavirus: Four-year-old llama named Winter could hold the key to a cure"" #Coronavirus https://twitter.com/i/events/1219057585707315201 #COVID #COVID19",2020-05-07 08:42:50+00:00,0,1,#Coronavirus #COVID #COVID19,Bangalore,Coronavirus Four year old llama named Winter could hold the key to a cure Coronavirus COVID COVID19,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
The Mango season is here.. #mangoes #Mango #seasonalfruits #streetphotography #vendors #COVID19 #streethawkers #randomclicks #bengaluru #jayanagar #dewanderersoul #traveltribe #kingoffruits – at Jayanagar 9th Block Market,2020-05-07 08:31:29+00:00,1,3,#mangoes #Mango #seasonalfruits #streetphotography #vendors #COVID19 #streethawkers #randomclicks #bengaluru #jayanagar #dewanderersoul #traveltribe #kingoffruits,Bangalore,The Mango season is here mangoes Mango seasonalfruits streetphotography vendors COVID19 streethawkers randomclicks bengaluru jayanagar dewanderersoul traveltribe kingoffruits at Jayanagar 9th Block Market,"[{'score': 0.622238, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Malayalam in Qatar and Hindi in Kannur, Kerala—authorities speak the language of the migrants to spread awareness. #Covid19 ",2020-05-07 08:24:56+00:00,16,28,#Covid19,Bangalore,Malayalam in Qatar and Hindi in Kannur Kerala authorities speak the language of the migrants to spread awareness Covid19,[],,,,,,,
"@narendramodi @AmitShah #COVID19 cases rises, A NEW way to project only #ActiveCases; #Recovercases &amp; #Casualty; and NOT #Totalcases which is duplication of all 3 above- this no. may be good for audit; but almost 17k are well, so adding is throwing a big no.&amp; creating anxiety",2020-05-07 07:18:03+00:00,2,2,#COVID19 #ActiveCases #Recovercases #Casualty #Totalcases,Bangalore,COVID19 cases rises A NEW way to project only ActiveCases Recovercases amp Casualty and NOT Totalcases which is duplication of all 3 above this no may be good for audit but almost 17k are well so adding is throwing a big no amp creating anxiety,[],,,,,,,
Briefing and precautionary measures by Shri Murugan @BlrCityPolice regarding the global crisis #COVID19 #coronavirus @BoschGlobal @boschindia #IndiaFightsCoronavirus,2020-05-07 07:05:27+00:00,0,3,#COVID19 #coronavirus #IndiaFightsCoronavirus,Bangalore,Briefing and precautionary measures by Shri Murugan regarding the global crisis COVID19 coronavirus IndiaFightsCoronavirus,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
@IRCTCofficial @irctcsouthzone I raised complaint on 8th of March for transaction in UTS Mobile app. But till now its not resolved. I know bcz of #COVID19 u r unable to refund but when can I expect the refund regarding this,2020-05-07 06:48:41+00:00,0,0,#COVID19,Bangalore,I raised complaint on 8th of March for transaction in UTS Mobile app But till now its not resolved I know bcz of COVID19 u r unable to refund but when can I expect the refund regarding this,[],,,,,,,
@BCIC_Karnataka has requested @CMofKarnataka to consider allowing online ordering and home deliveries of alcoholic beverages for retailers. Will help maintain #COVID19 #Social_Distancing and technology can help prevent excess billing.,2020-05-07 05:15:56+00:00,0,0,#COVID19 #Social_Distancing,Bangalore,Karnataka has requested to consider allowing online ordering and home deliveries of alcoholic beverages for retailers Will help maintain COVID19 Social Distancing and technology can help prevent excess billing,"[{'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"The May issue of #WTCAMeridian is out now! In this month's issue, the WTCA is providing #COVID19 updates from around the network. Read more here: https://bit.ly/2YOAsMz @World Trade Center Bengaluru https://www.instagram.com/p/B_32SKSDK8M/?igshid=v8iyz1kq1sfd",2020-05-07 04:06:42+00:00,0,0,#WTCAMeridian #COVID19,Bangalore,The May issue of WTCAMeridian is out now In this month s issue the WTCA is providing COVID19 updates from around the network Read more here Trade Center Bengaluru,"[{'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
"Todays quote, please share your thoughts and retweet, share.. spread the positivity #lockdown #positive #SpreadPositivity #BusinessNews #MotivationalQuotes #follow #BusinessOwners #EmployeeAppreciation #COVID19 #strength #StrongerTogether2020",2020-05-07 02:56:52+00:00,0,0,#lockdown #positive #SpreadPositivity #BusinessNews #MotivationalQuotes #follow #BusinessOwners #EmployeeAppreciation #COVID19 #strength #StrongerTogether2020,Bangalore,Todays quote please share your thoughts and retweet share spread the positivity lockdown positive SpreadPositivity BusinessNews MotivationalQuotes follow BusinessOwners EmployeeAppreciation COVID19 strength StrongerTogether2020,"[{'score': 0.948375, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.812632, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
